instance,time,encoding,answer,dataset,memory
results/2004-pgm/mastermind_06_08_03-0009,,sbk05,,2004-PGM,20352
results/2004-pgm/blockmap_05_02-0003,,sbk05,,2004-PGM,24724
results/2004-pgm/mastermind_10_08_03-0011,,db20,,2004-PGM,37748
results/2004-pgm/mastermind_03_08_04-0012,,cd05,,2004-PGM,65360
results/2004-pgm/mastermind_03_08_04-0010,,cd05,,2004-PGM,65180
results/2004-pgm/blockmap_22_01-0011,,cd06,,2004-PGM,17212
results/2004-pgm/mastermind_06_08_03-0009,,d02,,2004-PGM,35736
results/2004-pgm/mastermind_10_08_03-0004,,cd06,,2004-PGM,65356
results/2004-pgm/mastermind_10_08_03-0004,,db20,,2004-PGM,37832
results/2004-pgm/blockmap_22_01-0010,,cd06,,2004-PGM,17720
results/2004-pgm/mastermind_03_08_03-0002,,d02,,2004-PGM,18644
results/2004-pgm/blockmap_15_02-0005,,cd06,,2004-PGM,16832
results/2004-pgm/blockmap_20_01-0009,,sbk05,,2004-PGM,17856
results/2004-pgm/mastermind_06_08_03-0012,,cd06,,2004-PGM,36160
results/2004-pgm/blockmap_05_02-0005,0.815,db20,1,2004-PGM,47896
results/2004-pgm/blockmap_20_02-0012,,cd06,,2004-PGM,17500
results/2004-pgm/blockmap_10_01-0013,,d02,,2004-PGM,65880
results/2004-pgm/blockmap_15_03-0013,,db20,,2004-PGM,32408
results/2004-pgm/mastermind_03_08_04-0005,,cd05,,2004-PGM,65064
results/2004-pgm/mastermind_06_08_03-0008,,db20,,2004-PGM,21388
results/2004-pgm/mastermind_04_08_04-0011,,cd05,,2004-PGM,65524
results/2004-pgm/blockmap_05_03-0011,,db20,,2004-PGM,47380
results/2004-pgm/blockmap_05_03-0007,,sbk05,,2004-PGM,18972
results/2004-pgm/blockmap_15_03-0005,,db20,,2004-PGM,24088
results/2004-pgm/blockmap_22_03-0009,,cd05,,2004-PGM,17628
results/2004-pgm/blockmap_05_02-0005,,sbk05,,2004-PGM,28452
results/2004-pgm/blockmap_20_02-0005,,db20,,2004-PGM,26564
results/2004-pgm/mastermind_03_08_03-0012,,sbk05,,2004-PGM,18484
results/2004-pgm/mastermind_10_08_03-0007,,cd05,,2004-PGM,65392
results/2004-pgm/blockmap_05_03-0011,,cd06,,2004-PGM,35728
results/2004-pgm/blockmap_15_01-0014,,d02,,2004-PGM,17520
results/2004-pgm/blockmap_10_03-0010,,cd05,,2004-PGM,23348
results/2004-pgm/mastermind_04_08_04-0001,,d02,,2004-PGM,36064
results/2004-pgm/blockmap_22_01-0000,,sbk05,,2004-PGM,15892
results/2004-pgm/mastermind_06_08_03-0013,,sbk05,,2004-PGM,20408
results/2004-pgm/mastermind_06_08_03-0014,,d02,,2004-PGM,35768
results/2004-pgm/blockmap_05_01-0014,0.776,d02,0.2,2004-PGM,22476
results/2004-pgm/mastermind_10_08_03-0005,,d02,,2004-PGM,35996
results/2004-pgm/blockmap_22_01-0015,,cd06,,2004-PGM,17348
results/2004-pgm/blockmap_10_02-0014,,sbk05,,2004-PGM,65892
results/2004-pgm/mastermind_03_08_04-0004,,db20,,2004-PGM,36780
results/2004-pgm/mastermind_04_08_03-0010,,cd05,,2004-PGM,64808
results/2004-pgm/blockmap_20_01-0008,,sbk05,,2004-PGM,17612
results/2004-pgm/mastermind_03_08_05-0009,,d02,,2004-PGM,65420
results/2004-pgm/blockmap_10_01-0008,,sbk05,,2004-PGM,124980
results/2004-pgm/blockmap_10_02-0015,,db20,,2004-PGM,71540
results/2004-pgm/mastermind_10_08_03-0004,,d02,,2004-PGM,35936
results/2004-pgm/blockmap_22_03-0003,,db20,,2004-PGM,19460
results/2004-pgm/blockmap_20_01-0000,,db20,,2004-PGM,26424
results/2004-pgm/mastermind_05_08_03-0014,,sbk05,,2004-PGM,19632
results/2004-pgm/mastermind_06_08_03-0009,,db20,,2004-PGM,21440
results/2004-pgm/blockmap_15_01-0004,,db20,,2004-PGM,32900
results/2004-pgm/blockmap_10_03-0005,,cd05,,2004-PGM,65260
results/2004-pgm/blockmap_15_02-0003,,d02,,2004-PGM,27016
results/2004-pgm/mastermind_04_08_04-0000,,sbk05,,2004-PGM,36140
results/2004-pgm/blockmap_22_02-0012,,sbk05,,2004-PGM,16644
results/2004-pgm/blockmap_10_01-0014,,d02,,2004-PGM,65880
results/2004-pgm/blockmap_20_01-0004,,cd06,,2004-PGM,17076
results/2004-pgm/blockmap_20_01-0011,,cd05,,2004-PGM,17684
results/2004-pgm/blockmap_15_02-0000,,cd05,,2004-PGM,17876
results/2004-pgm/mastermind_10_08_03-0001,,db20,,2004-PGM,37884
results/2004-pgm/blockmap_10_03-0014,,db20,,2004-PGM,70556
results/2004-pgm/blockmap_05_03-0009,,cd06,,2004-PGM,35696
results/2004-pgm/blockmap_22_03-0003,,sbk05,,2004-PGM,16724
results/2004-pgm/blockmap_10_02-0008,,d02,,2004-PGM,125372
results/2004-pgm/blockmap_22_03-0013,,sbk05,,2004-PGM,16748
results/2004-pgm/blockmap_22_02-0002,,db20,,2004-PGM,25936
results/2004-pgm/blockmap_15_02-0005,,db20,,2004-PGM,25516
results/2004-pgm/mastermind_03_08_03-0008,,d02,,2004-PGM,19612
results/2004-pgm/mastermind_03_08_05-0011,,db20,,2004-PGM,39044
results/2004-pgm/mastermind_05_08_03-0003,,cd05,,2004-PGM,36072
results/2004-pgm/blockmap_15_03-0015,,d02,,2004-PGM,16712
results/2004-pgm/mastermind_10_08_03-0000,,sbk05,,2004-PGM,36008
results/2004-pgm/blockmap_22_03-0006,,cd06,,2004-PGM,17616
results/2004-pgm/mastermind_04_08_04-0008,,cd06,,2004-PGM,65472
results/2004-pgm/blockmap_20_01-0013,,sbk05,,2004-PGM,17112
results/2004-pgm/blockmap_15_03-0005,,cd05,,2004-PGM,17068
results/2004-pgm/blockmap_10_03-0013,,db20,,2004-PGM,70580
results/2004-pgm/blockmap_22_01-0005,,cd05,,2004-PGM,17592
results/2004-pgm/mastermind_06_08_03-0000,,d02,,2004-PGM,35740
results/2004-pgm/blockmap_22_01-0013,,cd06,,2004-PGM,17428
results/2004-pgm/blockmap_15_01-0001,,db20,,2004-PGM,32820
results/2004-pgm/blockmap_22_02-0002,,cd05,,2004-PGM,17736
results/2004-pgm/blockmap_05_01-0002,,cd06,,2004-PGM,34552
results/2004-pgm/mastermind_03_08_05-0003,,cd06,,2004-PGM,124644
results/2004-pgm/mastermind_04_08_04-0011,,d02,,2004-PGM,36028
results/2004-pgm/blockmap_20_02-0010,,cd05,,2004-PGM,17164
results/2004-pgm/blockmap_15_01-0015,,d02,,2004-PGM,26592
results/2004-pgm/blockmap_22_03-0006,,d02,,2004-PGM,19532
results/2004-pgm/blockmap_10_02-0015,,cd06,,2004-PGM,22972
results/2004-pgm/mastermind_10_08_03-0011,,cd06,,2004-PGM,65376
results/2004-pgm/blockmap_05_02-0014,,sbk05,,2004-PGM,25784
results/2004-pgm/mastermind_06_08_03-0009,,cd05,,2004-PGM,65016
results/2004-pgm/blockmap_05_02-0003,,d02,,2004-PGM,31316
results/2004-pgm/blockmap_20_03-0006,,cd06,,2004-PGM,17860
results/2004-pgm/blockmap_15_02-0010,,d02,,2004-PGM,17336
results/2004-pgm/blockmap_15_01-0001,,d02,,2004-PGM,26368
results/2004-pgm/mastermind_03_08_03-0015,,cd05,,2004-PGM,35840
results/2004-pgm/blockmap_20_02-0003,,db20,,2004-PGM,25668
results/2004-pgm/blockmap_22_02-0004,,d02,,2004-PGM,16960
results/2004-pgm/mastermind_04_08_04-0009,,cd05,,2004-PGM,65688
results/2004-pgm/blockmap_20_03-0013,,sbk05,,2004-PGM,16144
results/2004-pgm/blockmap_05_02-0002,,cd06,,2004-PGM,19200
results/2004-pgm/mastermind_05_08_03-0009,,d02,,2004-PGM,19988
results/2004-pgm/mastermind_04_08_03-0001,,sbk05,,2004-PGM,19180
results/2004-pgm/mastermind_03_08_03-0010,,cd06,,2004-PGM,35828
results/2004-pgm/blockmap_15_01-0001,,sbk05,,2004-PGM,16732
results/2004-pgm/blockmap_22_02-0004,,sbk05,,2004-PGM,16824
results/2004-pgm/blockmap_05_02-0014,,d02,,2004-PGM,29676
results/2004-pgm/blockmap_15_01-0000,,sbk05,,2004-PGM,26540
results/2004-pgm/blockmap_10_03-0014,,d02,,2004-PGM,66280
results/2004-pgm/blockmap_22_02-0011,,d02,,2004-PGM,16936
results/2004-pgm/mastermind_03_08_05-0012,,db20,,2004-PGM,38920
results/2004-pgm/mastermind_06_08_03-0010,,cd05,,2004-PGM,65016
results/2004-pgm/blockmap_15_02-0004,,cd06,,2004-PGM,17552
results/2004-pgm/blockmap_15_02-0014,,cd05,,2004-PGM,16756
results/2004-pgm/mastermind_04_08_04-0014,,d02,,2004-PGM,35924
results/2004-pgm/blockmap_22_01-0003,,db20,,2004-PGM,19068
results/2004-pgm/mastermind_05_08_03-0012,,d02,,2004-PGM,20204
results/2004-pgm/mastermind_05_08_03-0014,,cd06,,2004-PGM,35968
results/2004-pgm/mastermind_04_08_04-0008,,cd05,,2004-PGM,65532
results/2004-pgm/blockmap_05_03-0003,,d02,,2004-PGM,17864
results/2004-pgm/blockmap_15_01-0005,,d02,,2004-PGM,26224
results/2004-pgm/blockmap_22_02-0006,,cd06,,2004-PGM,17724
results/2004-pgm/blockmap_22_03-0007,,cd06,,2004-PGM,17676
results/2004-pgm/mastermind_05_08_03-0005,,db20,,2004-PGM,20520
results/2004-pgm/blockmap_05_02-0011,,sbk05,,2004-PGM,32352
results/2004-pgm/blockmap_20_03-0010,,cd05,,2004-PGM,17688
results/2004-pgm/blockmap_22_03-0013,,d02,,2004-PGM,16552
results/2004-pgm/blockmap_22_01-0013,,sbk05,,2004-PGM,15728
results/2004-pgm/mastermind_10_08_03-0009,,cd06,,2004-PGM,65308
results/2004-pgm/blockmap_10_02-0008,,sbk05,,2004-PGM,124972
results/2004-pgm/blockmap_10_01-0007,,sbk05,,2004-PGM,124864
results/2004-pgm/blockmap_20_01-0006,,d02,,2004-PGM,19672
results/2004-pgm/blockmap_20_02-0002,,cd05,,2004-PGM,16784
results/2004-pgm/blockmap_22_01-0015,,db20,,2004-PGM,18688
results/2004-pgm/mastermind_03_08_03-0010,,d02,,2004-PGM,35572
results/2004-pgm/blockmap_20_01-0010,,sbk05,,2004-PGM,17888
results/2004-pgm/blockmap_10_02-0009,,cd05,,2004-PGM,126624
results/2004-pgm/mastermind_05_08_03-0008,,cd06,,2004-PGM,35824
results/2004-pgm/mastermind_04_08_04-0004,,cd06,,2004-PGM,65268
results/2004-pgm/blockmap_05_01-0007,,cd06,,2004-PGM,35568
results/2004-pgm/blockmap_10_01-0014,,cd05,,2004-PGM,125928
results/2004-pgm/mastermind_03_08_03-0008,,cd05,,2004-PGM,35832
results/2004-pgm/mastermind_05_08_03-0004,,d02,,2004-PGM,19908
results/2004-pgm/mastermind_03_08_04-0013,,cd06,,2004-PGM,65204
results/2004-pgm/blockmap_20_02-0014,,cd05,,2004-PGM,16972
results/2004-pgm/blockmap_05_03-0012,,d02,,2004-PGM,17728
results/2004-pgm/blockmap_22_01-0011,,d02,,2004-PGM,16644
results/2004-pgm/blockmap_22_02-0003,,db20,,2004-PGM,25268
results/2004-pgm/blockmap_05_01-0008,0.188,db20,0.2,2004-PGM,18244
results/2004-pgm/blockmap_20_02-0009,,d02,,2004-PGM,17172
results/2004-pgm/mastermind_06_08_03-0006,,sbk05,,2004-PGM,35564
results/2004-pgm/blockmap_15_01-0004,,sbk05,,2004-PGM,17460
results/2004-pgm/blockmap_05_02-0006,,cd05,,2004-PGM,35712
results/2004-pgm/blockmap_15_01-0012,,sbk05,,2004-PGM,16724
results/2004-pgm/blockmap_22_01-0006,,cd06,,2004-PGM,17936
results/2004-pgm/mastermind_06_08_03-0003,,cd05,,2004-PGM,65104
results/2004-pgm/mastermind_04_08_04-0007,,cd05,,2004-PGM,65712
results/2004-pgm/blockmap_05_01-0014,,cd05,,2004-PGM,18820
results/2004-pgm/mastermind_03_08_05-0005,,cd05,,2004-PGM,65868
results/2004-pgm/mastermind_10_08_03-0008,,cd06,,2004-PGM,65288
results/2004-pgm/blockmap_15_01-0015,,db20,,2004-PGM,24384
results/2004-pgm/mastermind_04_08_04-0012,,cd06,,2004-PGM,65404
results/2004-pgm/blockmap_22_02-0010,,cd05,,2004-PGM,16972
results/2004-pgm/blockmap_10_03-0002,,cd05,,2004-PGM,42628
results/2004-pgm/blockmap_05_02-0011,,cd05,,2004-PGM,19668
results/2004-pgm/blockmap_05_03-0012,,cd05,,2004-PGM,35740
results/2004-pgm/mastermind_10_08_03-0003,,d02,,2004-PGM,36116
results/2004-pgm/mastermind_03_08_05-0012,,cd06,,2004-PGM,65692
results/2004-pgm/blockmap_22_02-0010,,sbk05,,2004-PGM,17056
results/2004-pgm/blockmap_05_01-0003,0.789,sbk05,1,2004-PGM,47468
results/2004-pgm/blockmap_22_03-0005,,cd06,,2004-PGM,16676
results/2004-pgm/blockmap_05_01-0007,0.916,sbk05,0.2,2004-PGM,18476
results/2004-pgm/blockmap_15_02-0006,,cd06,,2004-PGM,16708
results/2004-pgm/blockmap_20_02-0000,,cd05,,2004-PGM,17552
results/2004-pgm/blockmap_10_01-0014,,db20,,2004-PGM,68248
results/2004-pgm/blockmap_15_02-0011,,sbk05,,2004-PGM,17460
results/2004-pgm/mastermind_04_08_03-0004,,d02,,2004-PGM,19248
results/2004-pgm/blockmap_10_02-0001,,d02,,2004-PGM,125444
results/2004-pgm/blockmap_05_01-0000,,db20,,2004-PGM,69348
results/2004-pgm/blockmap_15_03-0007,,d02,,2004-PGM,17588
results/2004-pgm/blockmap_15_01-0014,,sbk05,,2004-PGM,16992
results/2004-pgm/blockmap_15_01-0007,,sbk05,,2004-PGM,25096
results/2004-pgm/blockmap_15_02-0008,,cd06,,2004-PGM,17816
results/2004-pgm/mastermind_06_08_03-0005,,sbk05,,2004-PGM,35700
results/2004-pgm/mastermind_03_08_03-0014,,sbk05,,2004-PGM,18444
results/2004-pgm/blockmap_20_03-0010,,sbk05,,2004-PGM,18112
results/2004-pgm/blockmap_22_02-0003,,sbk05,,2004-PGM,16792
results/2004-pgm/blockmap_05_02-0014,0.847,db20,0.0833333,2004-PGM,45240
results/2004-pgm/blockmap_05_03-0014,,cd05,,2004-PGM,35668
results/2004-pgm/blockmap_22_03-0001,,db20,,2004-PGM,19268
results/2004-pgm/blockmap_10_03-0013,,sbk05,,2004-PGM,66116
results/2004-pgm/mastermind_04_08_03-0007,,d02,,2004-PGM,35664
results/2004-pgm/blockmap_10_01-0007,,cd05,,2004-PGM,21976
results/2004-pgm/blockmap_22_02-0006,,d02,,2004-PGM,18100
results/2004-pgm/blockmap_10_02-0010,,sbk05,,2004-PGM,125056
results/2004-pgm/blockmap_05_01-0007,,cd05,,2004-PGM,35656
results/2004-pgm/mastermind_03_08_05-0000,,sbk05,,2004-PGM,36404
results/2004-pgm/blockmap_05_02-0002,,sbk05,,2004-PGM,23248
results/2004-pgm/blockmap_22_02-0011,,cd05,,2004-PGM,17532
results/2004-pgm/mastermind_04_08_04-0013,,sbk05,,2004-PGM,36028
results/2004-pgm/blockmap_05_03-0007,,cd05,,2004-PGM,35680
results/2004-pgm/mastermind_04_08_03-0005,,db20,,2004-PGM,19664
results/2004-pgm/blockmap_20_03-0013,,db20,,2004-PGM,23536
results/2004-pgm/mastermind_10_08_03-0007,,d02,,2004-PGM,65096
results/2004-pgm/blockmap_20_01-0000,,sbk05,,2004-PGM,17736
results/2004-pgm/mastermind_03_08_05-0012,,sbk05,,2004-PGM,36260
results/2004-pgm/mastermind_06_08_03-0013,,cd05,,2004-PGM,36192
results/2004-pgm/mastermind_03_08_03-0003,,db20,,2004-PGM,41960
results/2004-pgm/blockmap_05_03-0001,,cd06,,2004-PGM,35700
results/2004-pgm/blockmap_10_03-0006,,sbk05,,2004-PGM,66160
results/2004-pgm/blockmap_05_03-0015,,d02,,2004-PGM,17840
results/2004-pgm/blockmap_15_02-0002,,db20,,2004-PGM,25368
results/2004-pgm/mastermind_06_08_03-0000,,sbk05,,2004-PGM,20148
results/2004-pgm/mastermind_04_08_04-0007,,d02,,2004-PGM,65080
results/2004-pgm/blockmap_10_01-0009,,d02,,2004-PGM,125176
results/2004-pgm/blockmap_15_02-0008,,sbk05,,2004-PGM,25660
results/2004-pgm/blockmap_22_01-0001,,db20,,2004-PGM,24456
results/2004-pgm/blockmap_22_03-0013,,cd06,,2004-PGM,16700
results/2004-pgm/blockmap_10_01-0012,,cd05,,2004-PGM,125996
results/2004-pgm/mastermind_06_08_03-0006,,cd05,,2004-PGM,65040
results/2004-pgm/mastermind_06_08_03-0012,,db20,,2004-PGM,21356
results/2004-pgm/blockmap_22_01-0005,,d02,,2004-PGM,16908
results/2004-pgm/blockmap_20_03-0014,,d02,,2004-PGM,16924
results/2004-pgm/blockmap_10_01-0003,,sbk05,,2004-PGM,65788
results/2004-pgm/mastermind_03_08_05-0010,,cd06,,2004-PGM,124736
results/2004-pgm/mastermind_06_08_03-0004,,cd05,,2004-PGM,64884
results/2004-pgm/mastermind_03_08_05-0014,,db20,,2004-PGM,38928
results/2004-pgm/blockmap_15_03-0001,,cd06,,2004-PGM,17348
results/2004-pgm/mastermind_05_08_03-0014,,d02,,2004-PGM,20188
results/2004-pgm/mastermind_10_08_03-0000,,cd05,,2004-PGM,65436
results/2004-pgm/blockmap_15_01-0004,,cd06,,2004-PGM,17680
results/2004-pgm/blockmap_20_01-0008,,cd06,,2004-PGM,17740
results/2004-pgm/blockmap_05_03-0002,,cd06,,2004-PGM,35680
results/2004-pgm/blockmap_15_02-0003,,cd05,,2004-PGM,17744
results/2004-pgm/blockmap_15_03-0003,,cd06,,2004-PGM,16840
results/2004-pgm/mastermind_03_08_05-0013,,cd06,,2004-PGM,65904
results/2004-pgm/mastermind_04_08_03-0010,,d02,,2004-PGM,35780
results/2004-pgm/blockmap_20_03-0006,,db20,,2004-PGM,26616
results/2004-pgm/mastermind_05_08_03-0000,,cd05,,2004-PGM,35908
results/2004-pgm/blockmap_10_01-0005,,d02,,2004-PGM,65824
results/2004-pgm/blockmap_15_03-0004,,cd06,,2004-PGM,16876
results/2004-pgm/blockmap_22_03-0014,,cd05,,2004-PGM,17000
results/2004-pgm/blockmap_20_02-0012,,db20,,2004-PGM,25852
results/2004-pgm/mastermind_06_08_03-0007,,cd05,,2004-PGM,65060
results/2004-pgm/blockmap_22_02-0010,,db20,,2004-PGM,22836
results/2004-pgm/blockmap_20_01-0011,,d02,,2004-PGM,16796
results/2004-pgm/blockmap_22_01-0010,,sbk05,,2004-PGM,17208
results/2004-pgm/blockmap_05_02-0006,0.52,db20,0.0277778,2004-PGM,18684
results/2004-pgm/blockmap_05_01-0011,0.796,d02,0.2,2004-PGM,21508
results/2004-pgm/blockmap_20_02-0007,,d02,,2004-PGM,17712
results/2004-pgm/blockmap_10_02-0010,,cd06,,2004-PGM,22568
results/2004-pgm/blockmap_05_03-0007,,cd06,,2004-PGM,35696
results/2004-pgm/blockmap_22_03-0004,,cd06,,2004-PGM,17416
results/2004-pgm/blockmap_05_03-0014,,sbk05,,2004-PGM,17680
results/2004-pgm/blockmap_05_02-0015,0.807,db20,0.138889,2004-PGM,46448
results/2004-pgm/blockmap_20_02-0004,,sbk05,,2004-PGM,17280
results/2004-pgm/blockmap_22_02-0011,,db20,,2004-PGM,21332
results/2004-pgm/mastermind_03_08_04-0002,,db20,,2004-PGM,36784
results/2004-pgm/mastermind_06_08_03-0007,,sbk05,,2004-PGM,35844
results/2004-pgm/mastermind_04_08_03-0013,,cd05,,2004-PGM,35976
results/2004-pgm/blockmap_05_02-0009,,cd06,,2004-PGM,35696
results/2004-pgm/blockmap_05_02-0015,,d02,,2004-PGM,37388
results/2004-pgm/blockmap_10_02-0012,,d02,,2004-PGM,66004
results/2004-pgm/blockmap_10_02-0015,,cd05,,2004-PGM,25192
results/2004-pgm/blockmap_15_01-0012,,d02,,2004-PGM,17468
results/2004-pgm/mastermind_03_08_04-0014,,sbk05,,2004-PGM,35880
results/2004-pgm/mastermind_10_08_03-0013,,cd06,,2004-PGM,65416
results/2004-pgm/blockmap_10_01-0006,,cd06,,2004-PGM,110216
results/2004-pgm/blockmap_22_01-0002,,cd06,,2004-PGM,17428
results/2004-pgm/blockmap_05_01-0004,,cd05,,2004-PGM,18556
results/2004-pgm/blockmap_10_01-0008,,db20,,2004-PGM,68308
results/2004-pgm/blockmap_10_03-0007,,cd06,,2004-PGM,23140
results/2004-pgm/blockmap_22_02-0003,,d02,,2004-PGM,16812
results/2004-pgm/blockmap_20_03-0005,,cd05,,2004-PGM,17512
results/2004-pgm/mastermind_03_08_04-0013,,db20,,2004-PGM,36808
results/2004-pgm/mastermind_10_08_03-0006,,db20,,2004-PGM,37808
results/2004-pgm/blockmap_10_01-0015,,sbk05,,2004-PGM,65652
results/2004-pgm/blockmap_10_02-0009,,sbk05,,2004-PGM,124988
results/2004-pgm/blockmap_10_01-0010,,db20,,2004-PGM,68176
results/2004-pgm/mastermind_03_08_04-0006,,cd05,,2004-PGM,65384
results/2004-pgm/blockmap_05_03-0003,,cd06,,2004-PGM,35696
results/2004-pgm/blockmap_22_03-0007,,cd05,,2004-PGM,17800
results/2004-pgm/blockmap_22_03-0010,,cd06,,2004-PGM,15488
results/2004-pgm/blockmap_05_01-0008,0.845,sbk05,0.2,2004-PGM,18340
results/2004-pgm/blockmap_22_02-0009,,db20,,2004-PGM,25680
results/2004-pgm/blockmap_20_02-0008,,d02,,2004-PGM,17540
results/2004-pgm/blockmap_15_03-0011,,db20,,2004-PGM,25840
results/2004-pgm/blockmap_20_01-0008,,d02,,2004-PGM,15872
results/2004-pgm/blockmap_22_02-0005,,cd05,,2004-PGM,16004
results/2004-pgm/blockmap_10_03-0008,,cd05,,2004-PGM,23268
results/2004-pgm/mastermind_10_08_03-0003,,cd05,,2004-PGM,65424
results/2004-pgm/mastermind_05_08_03-0008,,db20,,2004-PGM,20688
results/2004-pgm/blockmap_22_01-0009,,sbk05,,2004-PGM,17712
results/2004-pgm/blockmap_20_02-0000,,sbk05,,2004-PGM,17212
results/2004-pgm/mastermind_06_08_03-0012,,cd05,,2004-PGM,36224
results/2004-pgm/blockmap_20_01-0010,,db20,,2004-PGM,28216
results/2004-pgm/blockmap_20_01-0002,,cd05,,2004-PGM,16776
results/2004-pgm/mastermind_10_08_03-0009,,sbk05,,2004-PGM,35824
results/2004-pgm/blockmap_10_03-0007,,sbk05,,2004-PGM,125084
results/2004-pgm/blockmap_20_02-0005,,sbk05,,2004-PGM,16880
results/2004-pgm/mastermind_06_08_03-0007,,db20,,2004-PGM,21432
results/2004-pgm/blockmap_15_03-0013,,cd05,,2004-PGM,16704
results/2004-pgm/mastermind_03_08_05-0007,,sbk05,,2004-PGM,65236
results/2004-pgm/blockmap_05_02-0011,0.54,db20,0.0833333,2004-PGM,45640
results/2004-pgm/blockmap_20_02-0009,,db20,,2004-PGM,22356
results/2004-pgm/blockmap_15_03-0011,,cd05,,2004-PGM,17964
results/2004-pgm/mastermind_10_08_03-0013,,sbk05,,2004-PGM,35836
results/2004-pgm/blockmap_05_01-0013,0.643,sbk05,1.52588e-06,2004-PGM,21732
results/2004-pgm/mastermind_04_08_04-0006,,cd05,,2004-PGM,65604
results/2004-pgm/mastermind_05_08_03-0011,,cd05,,2004-PGM,35944
results/2004-pgm/blockmap_05_03-0012,,cd06,,2004-PGM,35532
results/2004-pgm/blockmap_22_03-0007,,d02,,2004-PGM,18004
results/2004-pgm/blockmap_10_01-0009,,cd05,,2004-PGM,22060
results/2004-pgm/blockmap_05_01-0015,0.41,sbk05,1.52588e-06,2004-PGM,22360
results/2004-pgm/blockmap_10_01-0003,,d02,,2004-PGM,65812
results/2004-pgm/blockmap_05_03-0002,,d02,,2004-PGM,17704
results/2004-pgm/mastermind_03_08_03-0003,,cd06,,2004-PGM,35680
results/2004-pgm/blockmap_22_03-0006,,db20,,2004-PGM,24024
results/2004-pgm/mastermind_03_08_04-0014,,cd05,,2004-PGM,65284
results/2004-pgm/blockmap_10_03-0006,,cd06,,2004-PGM,23568
results/2004-pgm/blockmap_20_01-0003,,d02,,2004-PGM,17024
results/2004-pgm/blockmap_10_01-0001,,cd05,,2004-PGM,57712
results/2004-pgm/mastermind_04_08_03-0002,,sbk05,,2004-PGM,19144
results/2004-pgm/mastermind_10_08_03-0013,,db20,,2004-PGM,37748
results/2004-pgm/blockmap_22_01-0008,,cd06,,2004-PGM,17836
results/2004-pgm/blockmap_05_03-0008,,cd06,,2004-PGM,35748
results/2004-pgm/blockmap_22_03-0012,,cd06,,2004-PGM,17060
results/2004-pgm/blockmap_22_01-0009,,cd06,,2004-PGM,17308
results/2004-pgm/blockmap_22_02-0014,,db20,,2004-PGM,25528
results/2004-pgm/blockmap_22_01-0011,,sbk05,,2004-PGM,16788
results/2004-pgm/mastermind_05_08_03-0008,,d02,,2004-PGM,35704
results/2004-pgm/mastermind_05_08_03-0013,,cd05,,2004-PGM,36076
results/2004-pgm/blockmap_05_02-0013,0.779,db20,0.0833333,2004-PGM,45368
results/2004-pgm/mastermind_03_08_05-0001,,d02,,2004-PGM,65156
results/2004-pgm/blockmap_20_01-0010,,cd06,,2004-PGM,15956
results/2004-pgm/blockmap_15_01-0005,,sbk05,,2004-PGM,17348
results/2004-pgm/blockmap_20_03-0001,,db20,,2004-PGM,25540
results/2004-pgm/blockmap_15_02-0000,,db20,,2004-PGM,33904
results/2004-pgm/blockmap_05_03-0000,,sbk05,,2004-PGM,19444
results/2004-pgm/blockmap_22_01-0001,,cd06,,2004-PGM,16816
results/2004-pgm/blockmap_05_02-0013,,cd06,,2004-PGM,19408
results/2004-pgm/blockmap_22_03-0009,,cd06,,2004-PGM,17744
results/2004-pgm/blockmap_15_01-0006,,sbk05,,2004-PGM,25068
results/2004-pgm/blockmap_22_02-0012,,cd05,,2004-PGM,17780
results/2004-pgm/mastermind_05_08_03-0002,,d02,,2004-PGM,19848
results/2004-pgm/mastermind_03_08_03-0008,,sbk05,,2004-PGM,19268
results/2004-pgm/mastermind_03_08_04-0005,,cd06,,2004-PGM,65080
results/2004-pgm/blockmap_15_01-0009,,cd06,,2004-PGM,17512
results/2004-pgm/blockmap_10_01-0011,,cd05,,2004-PGM,125892
results/2004-pgm/blockmap_20_02-0011,,d02,,2004-PGM,16780
results/2004-pgm/mastermind_04_08_03-0015,,cd06,,2004-PGM,35760
results/2004-pgm/blockmap_15_01-0003,,d02,,2004-PGM,26380
results/2004-pgm/mastermind_03_08_04-0011,,cd06,,2004-PGM,65232
results/2004-pgm/blockmap_20_03-0002,,cd06,,2004-PGM,17524
results/2004-pgm/mastermind_03_08_05-0015,,cd06,,2004-PGM,65784
results/2004-pgm/mastermind_04_08_03-0008,,cd06,,2004-PGM,64548
results/2004-pgm/blockmap_20_01-0015,,cd05,,2004-PGM,17688
results/2004-pgm/mastermind_03_08_03-0010,,db20,,2004-PGM,29044
results/2004-pgm/mastermind_05_08_03-0003,,cd06,,2004-PGM,35796
results/2004-pgm/blockmap_20_03-0008,,cd06,,2004-PGM,16752
results/2004-pgm/mastermind_03_08_03-0008,,db20,,2004-PGM,29368
results/2004-pgm/blockmap_05_01-0013,,cd05,,2004-PGM,18824
results/2004-pgm/mastermind_04_08_04-0006,,d02,,2004-PGM,64984
results/2004-pgm/blockmap_22_03-0015,,sbk05,,2004-PGM,16740
results/2004-pgm/blockmap_15_02-0014,,sbk05,,2004-PGM,27136
results/2004-pgm/blockmap_15_03-0014,,cd06,,2004-PGM,16948
results/2004-pgm/blockmap_05_02-0009,,cd05,,2004-PGM,35752
results/2004-pgm/blockmap_22_02-0001,,db20,,2004-PGM,23580
