instance,novelty,width,dataset,inference_time,encoding,encoding_time,answer
results/original/DQMR/qmr-50/or-50-10-9-40,new,45,DQMR-50,10.889,cd06,1.06,0
results/original/DQMR/qmr-50/or-50-20-4-20,old,,DQMR-50,0.94,cd05,1.4,0.002035689749262827
results/original/DQMR/qmr-50/or-50-10-3-40,new,21,DQMR-50,10.944,sbk05,1.16,0
results/original/DQMR/qmr-50/or-50-20-9-10,new,47,DQMR-50,11.489,cd06,1.17,0
results/original/DQMR/qmr-50/or-50-20-2-20,new,21,DQMR-50,10.864,sbk05,1.15,0
results/original/DQMR/qmr-50/or-50-10-10-20,old,,DQMR-50,0.86,cd05,1.05,0.014182720855041487
results/original/DQMR/qmr-50/or-50-20-10-40,new,24,DQMR-50,10.862,d02,1.2,0
results/original/DQMR/qmr-50/or-50-20-7-20,new,53,DQMR-50,11.021,cd06,1.22,0
results/original/DQMR/qmr-50/or-50-20-8-30,new,66,DQMR-50,10.842,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-10-4-20,old,,DQMR-50,1.56,d02,8.82,0.00858708085715832
results/original/DQMR/qmr-50/or-50-10-5-40,new,21,DQMR-50,11.174,sbk05,1.07,0
results/original/DQMR/qmr-50/or-50-5-10-40,new,22,DQMR-50,11.125,sbk05,0.91,0
results/original/DQMR/qmr-50/or-50-5-3-40,new,45,DQMR-50,10.87,cd06,1.11,0
results/original/DQMR/qmr-50/or-50-10-4-10,new,22,DQMR-50,10.988,cw,0.12,0.0459234
results/original/DQMR/qmr-50/or-50-10-4-20,old,,DQMR-50,0.37,bklm16,1.53,0.008587062
results/original/DQMR/qmr-50/or-50-20-1-10,new,46,DQMR-50,11.227,cd06,1.11,0
results/original/DQMR/qmr-50/or-50-10-2-10,new,40,DQMR-50,10.952,cd06,1.13,0
results/original/DQMR/qmr-50/or-50-20-2-20,old,,DQMR-50,1.43,cd06,2.08,0.028538583649144036
results/original/DQMR/qmr-50/or-50-20-6-20,new,21,DQMR-50,10.87,sbk05,1.1,0
results/original/DQMR/qmr-50/or-50-20-5-30,old,,DQMR-50,0.99,d02,1.42,2.8323851698294417E-5
results/original/DQMR/qmr-50/or-50-5-1-30,new,21,DQMR-50,10.843,sbk05,1.03,0
results/original/DQMR/qmr-50/or-50-20-10-30,old,,DQMR-50,0.18,sbk05,1.12,2.35533e-05
results/original/DQMR/qmr-50/or-50-10-8-30,old,,DQMR-50,0.78,cd06,1.21,0.0014780882941434613
results/original/DQMR/qmr-50/or-50-10-7-10,old,,DQMR-50,4.71,cd05,77.14,0.04598117411139002
results/original/DQMR/qmr-50/or-50-20-4-10,old,,DQMR-50,1.87,d02,740.19,0.037427650687402
results/original/DQMR/qmr-50/or-50-5-5-20,new,22,DQMR-50,11.352,cw,0.1,0.00234436
results/original/DQMR/qmr-50/or-50-10-8-10,new,24,DQMR-50,10.861,sbk05,1.12,0
results/original/DQMR/qmr-50/or-50-20-8-20,new,22,DQMR-50,10.866,cw,0.1,0.00154441
results/original/DQMR/qmr-50/or-50-20-10-10,new,24,DQMR-50,10.963,sbk05,0.9,0
results/original/DQMR/qmr-50/or-50-5-10-30,new,22,DQMR-50,10.848,sbk05,1.07,0
results/original/DQMR/qmr-50/or-50-20-4-10,old,,DQMR-50,0.72,bklm16,1.69,0.03742771
results/original/DQMR/qmr-50/or-50-10-9-30,old,,DQMR-50,0.78,cd06,1.16,0.0037629190362327143
results/original/DQMR/qmr-50/or-50-5-1-10,old,,DQMR-50,5.05,sbk05,1.09,0.12306
results/original/DQMR/qmr-50/or-50-20-7-10,new,24,DQMR-50,10.854,cw,0.1,0.0292525
results/original/DQMR/qmr-50/or-50-10-6-30,new,69,DQMR-50,12.054,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-10-8-40,new,53,DQMR-50,10.877,cd06,1.1,0
results/original/DQMR/qmr-50/or-50-5-5-20,new,22,DQMR-50,11.149,sbk05,1.13,0
results/original/DQMR/qmr-50/or-50-5-10-30,new,22,DQMR-50,16.157,cw,0.1,0.00788896
results/original/DQMR/qmr-50/or-50-10-9-10,new,23,DQMR-50,10.886,d02,1.09,0
results/original/DQMR/qmr-50/or-50-10-7-40,new,23,DQMR-50,10.905,sbk05,0.9,0
results/original/DQMR/qmr-50/or-50-5-8-20,new,65,DQMR-50,10.872,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-10-5-40,new,71,DQMR-50,10.899,bklm16,0.1,0
results/original/DQMR/qmr-50/or-50-10-9-40,new,65,DQMR-50,10.876,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-5-10-30,new,72,DQMR-50,10.867,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-10-8-20,new,53,DQMR-50,11.954,cd06,1.4,0
results/original/DQMR/qmr-50/or-50-5-6-10,old,,DQMR-50,0.88,cd05,1.16,0.34056162628811465
results/original/DQMR/qmr-50/or-50-20-7-20,new,24,DQMR-50,12.372,cw,0.1,0.000325478
results/original/DQMR/qmr-50/or-50-10-4-30,new,22,DQMR-50,10.882,d02,1.11,0
results/original/DQMR/qmr-50/or-50-10-8-40,new,48,DQMR-50,11.663,cd05,1.06,0
results/original/DQMR/qmr-50/or-50-5-6-40,old,,DQMR-50,0.99,cd06,2.33,0.007119787067318732
results/original/DQMR/qmr-50/or-50-5-9-30,old,,DQMR-50,0.73,cd06,1.04,0.029082211021993373
results/original/DQMR/qmr-50/or-50-10-10-20,old,,DQMR-50,1.38,cd06,1.32,0.014182720855041487
results/original/DQMR/qmr-50/or-50-10-8-20,new,24,DQMR-50,13.221,sbk05,1.36,0
results/original/DQMR/qmr-50/or-50-10-1-10,new,22,DQMR-50,10.88,d02,1.12,0
results/original/DQMR/qmr-50/or-50-5-10-20,new,44,DQMR-50,11.144,cd05,1.14,0
results/original/DQMR/qmr-50/or-50-20-1-40,old,,DQMR-50,0.84,cd06,1.21,6.099381348443502E-7
results/original/DQMR/qmr-50/or-50-5-8-30,new,24,DQMR-50,10.856,cw,0.1,0.0101955
results/original/DQMR/qmr-50/or-50-20-3-20,new,44,DQMR-50,11.309,cd05,1.25,0
results/original/DQMR/qmr-50/or-50-10-5-20,new,21,DQMR-50,10.84,cw,0.1,0.00540618
results/original/DQMR/qmr-50/or-50-10-6-30,old,,DQMR-50,1.59,d02,22.2,1.60054600096574E-5
results/original/DQMR/qmr-50/or-50-20-1-10,old,,DQMR-50,24.4,bklm16,7.63,0.07805817
results/original/DQMR/qmr-50/or-50-5-7-20,new,24,DQMR-50,11.03,sbk05,1.42,0
results/original/DQMR/qmr-50/or-50-5-8-20,new,24,DQMR-50,10.844,d02,1.02,0
results/original/DQMR/qmr-50/or-50-5-4-30,old,,DQMR-50,0.74,cd05,1.45,1.7149951543473703E-4
results/original/DQMR/qmr-50/or-50-20-2-30,old,,DQMR-50,1.07,d02,5.5,4.658667339155823E-4
results/original/DQMR/qmr-50/or-50-20-10-30,new,66,DQMR-50,10.839,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-5-8-20,old,,DQMR-50,0.97,cd05,1.23,0.019038072966760175
results/original/DQMR/qmr-50/or-50-10-3-20,old,,DQMR-50,1.25,bklm16,1.46,7.044871e-05
results/original/DQMR/qmr-50/or-50-10-7-20,new,23,DQMR-50,10.946,sbk05,1.12,0
results/original/DQMR/qmr-50/or-50-10-3-30,new,21,DQMR-50,10.861,d02,1.13,0
results/original/DQMR/qmr-50/or-50-5-2-10,old,,DQMR-50,3.0,d02,1021.36,0.08988932206197237
results/original/DQMR/qmr-50/or-50-10-3-10,new,46,DQMR-50,11.958,cd06,1.09,0
results/original/DQMR/qmr-50/or-50-5-5-10,old,,DQMR-50,2.47,cd05,24.57,0.028025475084511944
results/original/DQMR/qmr-50/or-50-20-7-20,old,,DQMR-50,1.03,cd06,1.22,3.254775990634888E-4
results/original/DQMR/qmr-50/or-50-10-3-30,new,46,DQMR-50,11.154,cd06,1.05,0
results/original/DQMR/qmr-50/or-50-5-9-40,old,,DQMR-50,0.06,bklm16,1.39,0.02137807
results/original/DQMR/qmr-50/or-50-10-2-10,new,20,DQMR-50,10.843,sbk05,1.15,0
results/original/DQMR/qmr-50/or-50-10-7-20,new,46,DQMR-50,11.091,cd06,1.1,0
results/original/DQMR/qmr-50/or-50-5-8-20,old,,DQMR-50,0.49,bklm16,1.38,0.01903805
results/original/DQMR/qmr-50/or-50-20-5-20,new,66,DQMR-50,10.865,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-10-9-30,old,,DQMR-50,0.03,sbk05,1.06,0.00376292
results/original/DQMR/qmr-50/or-50-5-2-10,new,50,DQMR-50,22.486,cd05,1.12,0
results/original/DQMR/qmr-50/or-50-5-2-20,old,,DQMR-50,1.04,cd06,1.29,0.0357612112972671
results/original/DQMR/qmr-50/or-50-5-6-30,old,,DQMR-50,0.06,bklm16,1.28,0.008741221
results/original/DQMR/qmr-50/or-50-20-4-40,old,,DQMR-50,0.2,bklm16,1.4,0.0001293488
results/original/DQMR/qmr-50/or-50-10-1-20,new,44,DQMR-50,11.164,cd06,0.93,0
results/original/DQMR/qmr-50/or-50-5-2-30,old,,DQMR-50,0.03,sbk05,1.14,0.000944343
results/original/DQMR/qmr-50/or-50-20-4-40,old,,DQMR-50,0.86,cd06,1.07,1.293485925032817E-4
results/original/DQMR/qmr-50/or-50-5-10-20,new,22,DQMR-50,10.941,d02,1.14,0
results/original/DQMR/qmr-50/or-50-5-10-40,old,,DQMR-50,0.85,cd06,1.18,0.007119787067318732
results/original/DQMR/qmr-50/or-50-5-7-30,old,,DQMR-50,0.79,d02,1.12,0.0021441086916362574
results/original/DQMR/qmr-50/or-50-20-9-10,old,,DQMR-50,15.92,bklm16,4.83,0.02911187
results/original/DQMR/qmr-50/or-50-20-9-30,new,47,DQMR-50,10.878,cd06,1.11,0
results/original/DQMR/qmr-50/or-50-20-10-30,new,24,DQMR-50,10.825,sbk05,1.16,0
results/original/DQMR/qmr-50/or-50-10-7-30,old,,DQMR-50,0.64,cd05,1.16,4.825008736172084E-4
results/original/DQMR/qmr-50/or-50-5-5-40,new,44,DQMR-50,10.916,cd05,1.19,0
results/original/DQMR/qmr-50/or-50-5-5-30,new,44,DQMR-50,10.933,cd05,1.25,0
results/original/DQMR/qmr-50/or-50-5-4-30,new,44,DQMR-50,12.817,cd05,1.13,0
results/original/DQMR/qmr-50/or-50-20-1-20,old,,DQMR-50,1.8,bklm16,1.72,0.0002142299
results/original/DQMR/qmr-50/or-50-5-7-10,new,24,DQMR-50,11.016,sbk05,1.09,0
results/original/DQMR/qmr-50/or-50-20-10-30,old,,DQMR-50,1.02,cd06,1.21,2.355331526013288E-5
results/original/DQMR/qmr-50/or-50-5-8-10,new,24,DQMR-50,10.858,d02,0.98,0
results/original/DQMR/qmr-50/or-50-5-9-20,old,,DQMR-50,1.76,cd05,1.49,0.05665269217010339
results/original/DQMR/qmr-50/or-50-20-6-20,old,,DQMR-50,1.39,d02,4.22,7.400117775462467E-4
results/original/DQMR/qmr-50/or-50-10-5-20,new,21,DQMR-50,11.115,d02,1.17,0
results/original/DQMR/qmr-50/or-50-5-5-10,new,62,DQMR-50,10.921,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-10-9-30,new,45,DQMR-50,10.869,cd06,1.14,0
results/original/DQMR/qmr-50/or-50-5-7-20,new,50,DQMR-50,12.476,cd06,1.95,0
results/original/DQMR/qmr-50/or-50-10-1-40,old,,DQMR-50,0.04,sbk05,1.37,1.8248e-05
results/original/DQMR/qmr-50/or-50-5-9-30,new,46,DQMR-50,10.921,cd06,1.09,0
results/original/DQMR/qmr-50/or-50-10-7-30,new,23,DQMR-50,10.996,d02,1.16,0
results/original/DQMR/qmr-50/or-50-5-2-10,new,25,DQMR-50,10.965,cw,0.1,0.0898891
results/original/DQMR/qmr-50/or-50-5-8-10,old,,DQMR-50,4.7,sbk05,1.14,0.100233
results/original/DQMR/qmr-50/or-50-5-6-20,old,,DQMR-50,0.03,sbk05,1.14,0.225936
results/original/DQMR/qmr-50/or-50-10-1-30,new,22,DQMR-50,10.846,sbk05,1.04,0
results/original/DQMR/qmr-50/or-50-20-8-10,new,45,DQMR-50,10.965,cd06,1.14,0
results/original/DQMR/qmr-50/or-50-10-6-10,old,,DQMR-50,1.82,cd05,2.15,0.07080596032734983
results/original/DQMR/qmr-50/or-50-20-10-10,old,,DQMR-50,1.07,cd05,2.41,0.0056089195616596706
results/original/DQMR/qmr-50/or-50-20-7-30,new,48,DQMR-50,11.435,cd05,1.54,0
results/original/DQMR/qmr-50/or-50-5-5-20,old,,DQMR-50,1.23,d02,2.55,0.002344355331511222
results/original/DQMR/qmr-50/or-50-20-10-40,new,24,DQMR-50,10.859,cw,0.1,4.564e-07
results/original/DQMR/qmr-50/or-50-20-9-30,new,24,DQMR-50,10.885,d02,1.09,0
results/original/DQMR/qmr-50/or-50-5-2-20,new,25,DQMR-50,10.839,cw,0.1,0.0357612
results/original/DQMR/qmr-50/or-50-5-7-10,new,24,DQMR-50,11.669,d02,1.2,0
results/original/DQMR/qmr-50/or-50-5-2-40,new,25,DQMR-50,11.007,d02,1.19,0
results/original/DQMR/qmr-50/or-50-5-7-40,new,24,DQMR-50,11.407,sbk05,1.43,0
results/original/DQMR/qmr-50/or-50-5-8-20,new,24,DQMR-50,10.869,sbk05,1.11,0
results/original/DQMR/qmr-50/or-50-20-8-10,new,22,DQMR-50,10.855,sbk05,1.11,0
results/original/DQMR/qmr-50/or-50-20-3-30,new,44,DQMR-50,10.919,cd06,0.97,0
results/original/DQMR/qmr-50/or-50-5-8-40,new,24,DQMR-50,10.874,sbk05,1.1,0
results/original/DQMR/qmr-50/or-50-10-2-20,new,40,DQMR-50,11,cd05,1.03,0
results/original/DQMR/qmr-50/or-50-10-9-40,new,23,DQMR-50,10.858,d02,1.02,0
results/original/DQMR/qmr-50/or-50-10-1-40,new,22,DQMR-50,11.278,cw,0.13,1.8248e-05
results/original/DQMR/qmr-50/or-50-10-1-20,old,,DQMR-50,0.98,cd05,1.67,0.001437526109534044
results/original/DQMR/qmr-50/or-50-5-3-40,old,,DQMR-50,0.77,d02,1.09,9.312115052301204E-4
results/original/DQMR/qmr-50/or-50-5-6-30,old,,DQMR-50,0.71,d02,1.08,0.00874123073618985
results/original/DQMR/qmr-50/or-50-5-5-10,new,22,DQMR-50,10.86,d02,1.06,0
results/original/DQMR/qmr-50/or-50-5-1-30,new,21,DQMR-50,10.841,cw,0.1,0.000484279
results/original/DQMR/qmr-50/or-50-10-9-20,new,45,DQMR-50,10.905,cd06,1.11,0
results/original/DQMR/qmr-50/or-50-20-4-40,old,,DQMR-50,0.07,sbk05,1.1,0.000129349
results/original/DQMR/qmr-50/or-50-20-10-20,new,48,DQMR-50,11.554,cd05,2.17,0
results/original/DQMR/qmr-50/or-50-10-3-30,new,21,DQMR-50,10.878,cw,0.1,1.01534e-06
results/original/DQMR/qmr-50/or-50-10-7-30,new,23,DQMR-50,10.935,sbk05,1.17,0
results/original/DQMR/qmr-50/or-50-20-8-40,new,22,DQMR-50,10.95,cw,0.1,3.22166e-05
results/original/DQMR/qmr-50/or-50-20-7-40,new,53,DQMR-50,11.524,cd06,1.25,0
results/original/DQMR/qmr-50/or-50-5-2-20,new,50,DQMR-50,12.239,cd05,1.15,0
results/original/DQMR/qmr-50/or-50-10-7-40,old,,DQMR-50,0.06,bklm16,1.27,0.0001907678
results/original/DQMR/qmr-50/or-50-20-8-10,new,44,DQMR-50,16.161,cd05,1.15,0
results/original/DQMR/qmr-50/or-50-10-5-30,old,,DQMR-50,0.75,cd06,1.19,0.0031056715113399855
results/original/DQMR/qmr-50/or-50-5-4-10,old,,DQMR-50,1.73,cd05,12.9,0.02802547508451195
results/original/DQMR/qmr-50/or-50-10-9-20,new,23,DQMR-50,10.882,cw,0.1,0.0213205
results/original/DQMR/qmr-50/or-50-5-6-20,old,,DQMR-50,0.79,cd06,1.18,0.2259355409925655
results/original/DQMR/qmr-50/or-50-5-2-20,new,25,DQMR-50,10.854,sbk05,1.15,0
results/original/DQMR/qmr-50/or-50-20-6-40,old,,DQMR-50,0.03,sbk05,1.0,2.19897e-06
results/original/DQMR/qmr-50/or-50-20-8-30,new,44,DQMR-50,11.225,cd05,1.19,0
results/original/DQMR/qmr-50/or-50-20-1-20,new,23,DQMR-50,10.855,sbk05,1.16,0
results/original/DQMR/qmr-50/or-50-5-7-40,old,,DQMR-50,0.76,d02,1.0,0.0010774506496367274
results/original/DQMR/qmr-50/or-50-5-2-40,new,75,DQMR-50,10.985,bklm16,0.1,0
results/original/DQMR/qmr-50/or-50-20-10-40,new,24,DQMR-50,11.577,sbk05,1.14,0
results/original/DQMR/qmr-50/or-50-20-2-10,old,,DQMR-50,77.86,bklm16,16.49,0.3485727
results/original/DQMR/qmr-50/or-50-10-4-10,old,,DQMR-50,3.01,d02,594.21,0.04592335644240671
results/original/DQMR/qmr-50/or-50-20-9-30,old,,DQMR-50,0.04,sbk05,1.14,8.85916e-06
results/original/DQMR/qmr-50/or-50-10-3-30,new,63,DQMR-50,11.141,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-10-5-20,new,71,DQMR-50,11.816,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-10-10-20,old,,DQMR-50,0.03,sbk05,1.13,0.0141827
results/original/DQMR/qmr-50/or-50-20-10-30,old,,DQMR-50,0.96,d02,1.37,2.355331526013287E-5
results/original/DQMR/qmr-50/or-50-5-6-10,old,,DQMR-50,1.36,d02,5.85,0.34056162628811465
results/original/DQMR/qmr-50/or-50-20-1-10,new,64,DQMR-50,10.868,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-20-2-40,new,63,DQMR-50,10.929,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-5-3-10,old,,DQMR-50,0.77,cd05,1.24,0.0069276673530249515
results/original/DQMR/qmr-50/or-50-10-7-30,old,,DQMR-50,0.06,bklm16,1.54,0.0
results/original/DQMR/qmr-50/or-50-10-1-20,new,44,DQMR-50,11.096,cd05,1.1,0
results/original/DQMR/qmr-50/or-50-5-3-30,new,23,DQMR-50,10.895,sbk05,1.08,0
results/original/DQMR/qmr-50/or-50-10-2-40,new,20,DQMR-50,10.848,cw,0.12,6.80933e-07
results/original/DQMR/qmr-50/or-50-5-10-40,old,,DQMR-50,0.76,d02,1.15,0.007119787067318732
results/original/DQMR/qmr-50/or-50-5-6-10,new,73,DQMR-50,10.86,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-5-1-40,new,21,DQMR-50,12.132,sbk05,1.06,0
results/original/DQMR/qmr-50/or-50-20-5-10,old,,DQMR-50,1.64,d02,1002.57,0.05848070419906564
results/original/DQMR/qmr-50/or-50-5-6-30,old,,DQMR-50,0.03,sbk05,1.13,0.00874123
results/original/DQMR/qmr-50/or-50-10-8-30,old,,DQMR-50,0.06,bklm16,1.23,0.001478085
results/original/DQMR/qmr-50/or-50-5-1-40,new,21,DQMR-50,11.163,d02,1.15,0
results/original/DQMR/qmr-50/or-50-5-5-40,new,22,DQMR-50,11.931,sbk05,1.18,0
results/original/DQMR/qmr-50/or-50-10-7-10,new,23,DQMR-50,10.998,cw,0.1,0.0459809
results/original/DQMR/qmr-50/or-50-5-9-40,new,46,DQMR-50,14.031,cd06,1.04,0
results/original/DQMR/qmr-50/or-50-20-8-40,new,44,DQMR-50,12.554,cd05,1.23,0
results/original/DQMR/qmr-50/or-50-5-8-10,old,,DQMR-50,1.32,cd06,2.37,0.1002334190108712
results/original/DQMR/qmr-50/or-50-5-9-10,old,,DQMR-50,1.77,sbk05,1.14,0.0770689
results/original/DQMR/qmr-50/or-50-10-6-40,old,,DQMR-50,0.05,sbk05,1.41,2.03868e-06
results/original/DQMR/qmr-50/or-50-10-7-40,new,46,DQMR-50,10.873,cd06,1.19,0
results/original/DQMR/qmr-50/or-50-10-2-40,new,40,DQMR-50,12.286,cd05,1.55,0
results/original/DQMR/qmr-50/or-50-20-2-20,new,50,DQMR-50,11.042,cd06,1.17,0
results/original/DQMR/qmr-50/or-50-5-8-40,new,65,DQMR-50,10.886,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-5-6-10,new,46,DQMR-50,13.16,cd05,1.14,0
results/original/DQMR/qmr-50/or-50-10-10-10,new,24,DQMR-50,10.852,d02,1.2,0
results/original/DQMR/qmr-50/or-50-5-7-10,old,,DQMR-50,2.15,cd05,9.89,0.12306034362642547
results/original/DQMR/qmr-50/or-50-5-10-10,new,44,DQMR-50,12.639,cd05,1.11,0
results/original/DQMR/qmr-50/or-50-20-7-40,old,,DQMR-50,0.75,cd06,1.12,4.187406459285164E-6
results/original/DQMR/qmr-50/or-50-10-3-10,old,,DQMR-50,1.13,d02,1017.07,0.0025800858849585333
results/original/DQMR/qmr-50/or-50-5-7-40,old,,DQMR-50,1.08,cd05,1.97,0.0010774506496367268
results/original/DQMR/qmr-50/or-50-5-2-10,old,,DQMR-50,3.28,cd05,44.68,0.08988932206197237
results/original/DQMR/qmr-50/or-50-5-3-40,old,,DQMR-50,0.8,cd06,1.09,9.312115052301204E-4
results/original/DQMR/qmr-50/or-50-20-3-30,new,22,DQMR-50,10.915,sbk05,1.06,0
results/original/DQMR/qmr-50/or-50-20-3-10,new,62,DQMR-50,10.844,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-10-3-20,old,,DQMR-50,0.89,cd06,1.22,7.044885523781559E-5
results/original/DQMR/qmr-50/or-50-10-3-10,old,,DQMR-50,0.81,bklm16,1.5,0.00258008
results/original/DQMR/qmr-50/or-50-20-3-30,old,,DQMR-50,0.87,d02,1.24,5.73813476884837E-6
results/original/DQMR/qmr-50/or-50-10-2-10,new,20,DQMR-50,11.168,d02,1.12,0
results/original/DQMR/qmr-50/or-50-5-5-30,old,,DQMR-50,0.03,sbk05,1.11,0.0101953
results/original/DQMR/qmr-50/or-50-10-7-20,new,69,DQMR-50,10.899,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-5-2-40,new,57,DQMR-50,11.215,cd06,1.17,0
results/original/DQMR/qmr-50/or-50-20-2-40,old,,DQMR-50,0.16,bklm16,1.48,9.065398e-05
results/original/DQMR/qmr-50/or-50-20-8-20,new,45,DQMR-50,10.903,cd06,1.04,0
results/original/DQMR/qmr-50/or-50-10-3-20,new,21,DQMR-50,10.852,d02,1.13,0
results/original/DQMR/qmr-50/or-50-20-7-30,new,24,DQMR-50,11.916,cw,0.22,5.2771e-05
results/original/DQMR/qmr-50/or-50-20-7-30,old,,DQMR-50,1.09,d02,2.12,5.277097206772573E-5
results/original/DQMR/qmr-50/or-50-5-9-40,new,23,DQMR-50,10.958,cw,0.1,0.0213781
results/original/DQMR/qmr-50/or-50-5-9-20,old,,DQMR-50,0.36,bklm16,1.71,0.05665263
results/original/DQMR/qmr-50/or-50-10-1-40,new,45,DQMR-50,11.06,cd06,1.2,0
results/original/DQMR/qmr-50/or-50-5-2-40,old,,DQMR-50,0.8,d02,1.11,4.3706153680949267E-4
results/original/DQMR/qmr-50/or-50-5-4-10,old,,DQMR-50,13.81,bklm16,4.2,0.02802544
results/original/DQMR/qmr-50/or-50-20-9-40,old,,DQMR-50,0.83,d02,1.11,1.761623734751868E-6
results/original/DQMR/qmr-50/or-50-20-10-20,new,24,DQMR-50,11.282,d02,1.78,0
results/original/DQMR/qmr-50/or-50-20-2-20,new,63,DQMR-50,10.872,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-5-3-30,old,,DQMR-50,0.79,d02,1.03,9.802226370843373E-4
results/original/DQMR/qmr-50/or-50-5-5-10,new,45,DQMR-50,13.473,cd06,1.19,0
results/original/DQMR/qmr-50/or-50-5-7-20,new,74,DQMR-50,11.002,bklm16,0.33,0
results/original/DQMR/qmr-50/or-50-20-10-40,old,,DQMR-50,0.09,bklm16,1.13,0.0
results/original/DQMR/qmr-50/or-50-10-9-20,new,65,DQMR-50,10.874,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-10-3-10,new,21,DQMR-50,14.043,sbk05,1.1,0
results/original/DQMR/qmr-50/or-50-20-9-20,new,47,DQMR-50,10.955,cd06,1.17,0
results/original/DQMR/qmr-50/or-50-5-10-10,old,,DQMR-50,1.03,cd05,1.8,0.3972143184582181
results/original/DQMR/qmr-50/or-50-5-7-30,old,,DQMR-50,0.83,cd06,1.1,0.0021441086916362574
results/original/DQMR/qmr-50/or-50-10-9-10,old,,DQMR-50,1.41,cd05,2.93,0.14803767351900007
results/original/DQMR/qmr-50/or-50-5-10-30,new,44,DQMR-50,10.855,cd05,1.19,0
results/original/DQMR/qmr-50/or-50-10-6-30,new,24,DQMR-50,10.865,d02,1.08,0
results/original/DQMR/qmr-50/or-50-10-2-10,old,,DQMR-50,1.39,d02,99.03,0.015542616351456557
results/original/DQMR/qmr-50/or-50-5-9-10,old,,DQMR-50,2.61,bklm16,1.7,0.07706877
results/original/DQMR/qmr-50/or-50-20-1-10,new,23,DQMR-50,13.779,d02,1.11,0
results/original/DQMR/qmr-50/or-50-5-4-40,new,44,DQMR-50,11.14,cd05,1.17,0
results/original/DQMR/qmr-50/or-50-20-1-20,new,23,DQMR-50,10.864,cw,0.1,0.000214229
results/original/DQMR/qmr-50/or-50-5-9-20,new,23,DQMR-50,10.951,sbk05,1.19,0
results/original/DQMR/qmr-50/or-50-20-8-40,old,,DQMR-50,0.8,d02,1.16,3.221655762669567E-5
results/original/DQMR/qmr-50/or-50-10-10-40,new,24,DQMR-50,10.879,d02,1.15,0
results/original/DQMR/qmr-50/or-50-10-2-20,new,40,DQMR-50,10.983,cd06,1.04,0
results/original/DQMR/qmr-50/or-50-5-5-40,new,45,DQMR-50,10.905,cd06,1.27,0
results/original/DQMR/qmr-50/or-50-20-8-40,old,,DQMR-50,0.76,cd06,1.23,3.221655762669567E-5
results/original/DQMR/qmr-50/or-50-10-9-40,old,,DQMR-50,0.07,bklm16,1.38,0.00039894
results/original/DQMR/qmr-50/or-50-5-7-20,new,24,DQMR-50,11.073,d02,1.17,0
results/original/DQMR/qmr-50/or-50-5-9-40,new,46,DQMR-50,11.022,cd05,1.15,0
results/original/DQMR/qmr-50/or-50-10-5-10,new,71,DQMR-50,10.852,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-20-8-10,new,22,DQMR-50,11.173,d02,1.08,0
results/original/DQMR/qmr-50/or-50-20-3-10,new,22,DQMR-50,10.857,sbk05,1.14,0
results/original/DQMR/qmr-50/or-50-5-2-30,new,75,DQMR-50,10.871,bklm16,0.09,0
results/original/DQMR/qmr-50/or-50-20-3-40,new,22,DQMR-50,10.847,cw,0.1,3.90053e-06
results/original/DQMR/qmr-50/or-50-10-9-30,new,65,DQMR-50,10.848,bklm16,0.08,0
results/original/DQMR/qmr-50/or-50-5-7-10,new,74,DQMR-50,11.373,bklm16,0.21,0
results/original/DQMR/qmr-50/or-50-20-5-20,old,,DQMR-50,1.78,sbk05,0.98,0.00271439
results/original/DQMR/qmr-50/or-50-10-9-20,old,,DQMR-50,1.05,d02,1002.39,0.021320461387457555
results/original/DQMR/qmr-50/or-50-20-2-40,old,,DQMR-50,0.84,cd05,1.19,9.065384182387282E-5
results/original/DQMR/qmr-50/or-50-20-6-40,old,,DQMR-50,1.2,cd05,0.99,2.198969333173773E-6
results/original/DQMR/qmr-50/or-50-10-7-20,old,,DQMR-50,1.08,cd06,1.21,0.003954466836574112
results/original/DQMR/qmr-50/or-50-20-5-30,old,,DQMR-50,0.11,sbk05,1.1,2.83239e-05
results/original/DQMR/qmr-50/or-50-5-5-40,old,,DQMR-50,0.77,cd06,1.13,0.006425607828255154
results/original/DQMR/qmr-50/or-50-20-8-10,new,66,DQMR-50,10.857,bklm16,0.12,0
