dataset,novelty,add_width,instance,inference_time,encoding,answer,encoding_time
2005-IJCAI,new,21,results/2005-ijcai/mastermind_03_08_03-0001,1.05,bklm16,5.37133e-10,0.21
2005-IJCAI,old,,results/2005-ijcai/munin4-0006,4.87,cd05,Inf,107.39
2005-IJCAI,old,,results/2005-ijcai/munin2-0001,3.09,d02,Inf,24.73
2005-IJCAI,old,,results/2005-ijcai/alarm-0008,0.1,bklm16,0.02857146,1.24
2005-IJCAI,old,,results/2005-ijcai/munin3-0003,0.11,bklm16,,0.87
2005-IJCAI,old,,results/2005-ijcai/alarm-0001,0.08,bklm16,0.0002644013,0.67
2005-IJCAI,new,57,results/2005-ijcai/munin1-0015,1001.56,cd06pp,,3.49
2005-IJCAI,old,,results/2005-ijcai/munin4-0010,2.55,d02,,2.09
2005-IJCAI,new,20,results/2005-ijcai/mastermind_03_08_03-0015,0.45,cd05pp,9.78934e-08,4.0
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0007,1021.3,sbk05,,2.15
2005-IJCAI,old,,results/2005-ijcai/mildew-0012,0.25,bklm16,,1220.46
2005-IJCAI,new,19,results/2005-ijcai/munin3-0007,91.23,bklm16,inf,1.45
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0000,0.17,cd06pp,0.0088,1.72
2005-IJCAI,old,,results/2005-ijcai/munin1-0010,1039.55,sbk05,,2.19
2005-IJCAI,old,,results/2005-ijcai/munin1-0001,0.08,bklm16,,1031.61
2005-IJCAI,old,,results/2005-ijcai/mildew-0002,1.57,cd05,7.23209727734092E-8,139.15
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0012,1.2,cd05,0.0524781341107872,2.32
2005-IJCAI,new,22,results/2005-ijcai/blockmap_05_03-0012,0.21,cd05pp,0.0524781,2.93
2005-IJCAI,new,42,results/2005-ijcai/munin4-0010,1006.19,cd05pp,,26.76
2005-IJCAI,new,22,results/2005-ijcai/blockmap_05_03-0000,0.22,cd06pp,0.364431,2.83
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0012,0.75,sbk05,0.000532223,1.24
2005-IJCAI,new,22,results/2005-ijcai/water-0013,7.07,bklm16,8.27321e+10,0.4
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0008,0.01,sbk05,4.04543e-07,2.32
2005-IJCAI,new,224,results/2005-ijcai/mildew-0002,1086.07,sbk05,,4.69
2005-IJCAI,new,37,results/2005-ijcai/munin3-0003,1014.39,sbk05,,3.29
2005-IJCAI,new,22,results/2005-ijcai/blockmap_05_03-0003,0.36,d02,0.364431,2.24
2005-IJCAI,new,21,results/2005-ijcai/students_03_02-0012,0.13,cd05pp,0.401591,2.22
2005-IJCAI,new,15,results/2005-ijcai/pathfinder-0011,14.62,bklm16,4.49468e-09,0.44
2005-IJCAI,old,,results/2005-ijcai/munin2-0006,0.5,sbk05,9.69378e-45,5.5
2005-IJCAI,old,,results/2005-ijcai/munin2-0005,0.13,bklm16,,0.81
2005-IJCAI,old,,results/2005-ijcai/diabetes-0008,6.22,cd05,2.5372433399405486E142,577.71
2005-IJCAI,new,37,results/2005-ijcai/water-0002,30.82,cd05pp,1e+12,1.74
2005-IJCAI,old,,results/2005-ijcai/pigs-0005,1.05,cd06,1.4149498560666738E-73,1.93
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0000,0.8,sbk05,0.0088,1.08
2005-IJCAI,old,,results/2005-ijcai/water-0003,9.67,bklm16,1000002000000.0,641.08
2005-IJCAI,new,38,results/2005-ijcai/munin2-0006,762.87,sbk05,0,5.76
2005-IJCAI,new,12,results/2005-ijcai/alarm-0010,0.27,sbk05,0.0130612,1.25
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0005,0.07,bklm16,0.032,2.81
2005-IJCAI,new,24,results/2005-ijcai/munin4-0009,94.05,bklm16,inf,0.71
2005-IJCAI,old,,results/2005-ijcai/munin2-0011,1.18,d02,,1.09
2005-IJCAI,new,20,results/2005-ijcai/students_03_02-0003,0.23,bklm16,0.032,0.18
2005-IJCAI,old,,results/2005-ijcai/munin3-0007,18.98,sbk05,1.23033e-19,5.74
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0002,0.74,sbk05,0,1.59
2005-IJCAI,new,33,results/2005-ijcai/pigs-0007,0.68,cd06pp,0,2.38
2005-IJCAI,new,20,results/2005-ijcai/munin2-0011,67.58,bklm16,inf,0.55
2005-IJCAI,old,,results/2005-ijcai/water-0008,1.35,cd05,7.409330797974381E11,1.79
2005-IJCAI,new,42,results/2005-ijcai/munin4-0009,785.88,cd05pp,inf,20.38
2005-IJCAI,old,,results/2005-ijcai/munin4-0015,1.99,d02,,1.9
2005-IJCAI,old,,results/2005-ijcai/diabetes-0015,1003.73,sbk05,,7.03
2005-IJCAI,new,42,results/2005-ijcai/munin4-0015,1004.03,cd05pp,,21.67
2005-IJCAI,new,20,results/2005-ijcai/students_03_02-0008,0.09,cd05pp,4.04543e-07,2.56
2005-IJCAI,new,19,results/2005-ijcai/students_03_02-0012,0.08,cd06pp,0.401591,2.21
2005-IJCAI,new,38,results/2005-ijcai/munin2-0001,1006.79,d02pp,,6.88
2005-IJCAI,new,21,results/2005-ijcai/students_03_02-0012,0.19,sbk05,0.401591,1.33
2005-IJCAI,old,,results/2005-ijcai/munin1-0001,46.77,sbk05,4.3262e-12,3.09
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0000,0.87,cd06,0.008800004443930661,1.94
2005-IJCAI,new,33,results/2005-ijcai/pigs-0005,0.8,cd05pp,0,2.34
2005-IJCAI,new,12,results/2005-ijcai/alarm-0010,0.1,cd05pp,0.0130612,1.66
2005-IJCAI,old,,results/2005-ijcai/munin4-0010,2.57,cd06,,2.05
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0012,1.01,cd05,0.4015913795918369,1.76
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0013,1.72,d02,0.05247813411078719,3.2
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0013,1.34,cd05,5.35510804115536E-7,1.65
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0003,1.66,d02,0.36443148688046667,2.38
2005-IJCAI,old,,results/2005-ijcai/munin3-0003,6.91,sbk05,5.14893e-14,3.42
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0006,1020.97,cd05pp,,53.69
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0012,1.2,cd05,5.322237470967017E-4,1.48
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0003,1.65,cd05,0.36443148688046667,3.14
2005-IJCAI,new,19,results/2005-ijcai/mastermind_03_08_03-0015,0.39,cd06pp,9.78934e-08,3.39
2005-IJCAI,new,37,results/2005-ijcai/munin3-0002,1023.84,d02,,3.72
2005-IJCAI,new,33,results/2005-ijcai/pigs-0004,4.24,d02,0,3.47
2005-IJCAI,old,,results/2005-ijcai/alarm-0010,1.33,cd05,0.013061216203668635,1.73
2005-IJCAI,old,,results/2005-ijcai/munin4-0009,2.71,cd06,Inf,5.31
2005-IJCAI,new,33,results/2005-ijcai/pigs-0004,0.56,d02pp,0,2.58
2005-IJCAI,new,20,results/2005-ijcai/mastermind_03_08_03-0001,0.47,cd06pp,5.37138e-10,3.98
2005-IJCAI,new,37,results/2005-ijcai/munin3-0010,561.38,sbk05,0,3.88
2005-IJCAI,new,59,results/2005-ijcai/diabetes-0015,1389.58,d02,,10.41
2005-IJCAI,new,33,results/2005-ijcai/pigs-0004,2.55,cd06pp,0,3.43
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0000,0.06,bklm16,0.3644312,13.39
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0012,0.12,bklm16,,1008.11
2005-IJCAI,old,,results/2005-ijcai/pigs-0007,1.19,d02,1.8982033120812027E-71,3.85
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0002,0.28,cd06pp,0,1.98
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0006,1.37,cd06,4.210457070234162E-6,1.98
2005-IJCAI,new,12,results/2005-ijcai/alarm-0000,0.23,d02,0.437296,1.24
2005-IJCAI,old,,results/2005-ijcai/munin3-0013,0.15,bklm16,,1.67
2005-IJCAI,new,21,results/2005-ijcai/students_03_02-0012,0.18,d02,0.401591,1.37
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0011,1.42,cd06,4.495325262704075E-9,2.64
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0012,1.67,cd06,1.9169370454317106E-8,2.06
2005-IJCAI,new,30,results/2005-ijcai/hailfinder-0006,0.7,cd06pp,4.18561e-06,1.44
2005-IJCAI,old,,results/2005-ijcai/munin2-0005,3.77,d02,Inf,35.32
2005-IJCAI,new,12,results/2005-ijcai/alarm-0001,0.09,cd05pp,0.00026977,0.88
2005-IJCAI,new,22,results/2005-ijcai/blockmap_05_03-0004,0.31,sbk05,0.364431,2.08
2005-IJCAI,new,42,results/2005-ijcai/munin4-0007,1019.98,cd05pp,,16.48
2005-IJCAI,new,37,results/2005-ijcai/munin3-0002,,cd05pp,,12.89
2005-IJCAI,new,37,results/2005-ijcai/munin3-0007,1032.96,d02,,6.06
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0004,0.21,d02pp,0,1.97
2005-IJCAI,new,19,results/2005-ijcai/munin3-0013,87.73,bklm16,inf,0.71
2005-IJCAI,old,,results/2005-ijcai/pigs-0008,0.18,bklm16,1.331415e-67,7.2
2005-IJCAI,old,,results/2005-ijcai/diabetes-0008,0.1,bklm16,,4.6
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0005,1.11,cd05,0.03199999999999999,1.78
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0013,1.46,d02,0.4015913795918369,2.58
2005-IJCAI,new,12,results/2005-ijcai/alarm-0001,0.04,d02pp,0.00026977,1.03
2005-IJCAI,new,43,results/2005-ijcai/munin4-0009,1001.96,cd06pp,,13.89
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0006,0.08,bklm16,3.840407e-07,11.72
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0011,0.1,sbk05,4.49533e-09,2.18
2005-IJCAI,old,,results/2005-ijcai/mildew-0002,0.05,bklm16,,1189.32
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0007,1003.69,cd06pp,,9.54
2005-IJCAI,old,,results/2005-ijcai/alarm-0008,0.3,sbk05,0.0295116,1.39
2005-IJCAI,new,42,results/2005-ijcai/munin4-0010,1043.93,d02,,9.59
2005-IJCAI,old,,results/2005-ijcai/pigs-0002,1.46,cd06,2.2108591501041778E-75,1.55
2005-IJCAI,new,42,results/2005-ijcai/munin4-0009,910.61,d02,inf,6.38
2005-IJCAI,old,,results/2005-ijcai/alarm-0000,1.57,d02,0.43729634131368667,2.83
2005-IJCAI,old,,results/2005-ijcai/alarm-0007,1.55,d02,0.35567475596661774,2.72
2005-IJCAI,new,19,results/2005-ijcai/blockmap_05_03-0003,0.25,d02pp,0.364431,2.88
2005-IJCAI,new,38,results/2005-ijcai/munin2-0005,1002.42,cd05pp,,13.57
2005-IJCAI,new,224,results/2005-ijcai/mildew-0009,1014.91,d02pp,,17.91
2005-IJCAI,new,20,results/2005-ijcai/munin2-0005,78.19,bklm16,inf,0.88
2005-IJCAI,new,59,results/2005-ijcai/diabetes-0014,,d02,,6.74
2005-IJCAI,old,,results/2005-ijcai/water-0002,9.3,bklm16,1000002000000.0,553.12
2005-IJCAI,old,,results/2005-ijcai/mildew-0012,3.5,d02,0.38519824992341345,1025.56
2005-IJCAI,old,,results/2005-ijcai/pigs-0008,0.73,d02,,0.77
2005-IJCAI,new,226,results/2005-ijcai/mildew-0009,1017.28,cd06pp,,15.24
2005-IJCAI,new,12,results/2005-ijcai/alarm-0001,0.2,d02,0.00026977,1.65
2005-IJCAI,new,38,results/2005-ijcai/munin2-0001,1065.25,sbk05,,3.12
2005-IJCAI,old,,results/2005-ijcai/munin3-0010,1.8,cd06,Inf,4.44
2005-IJCAI,old,,results/2005-ijcai/munin4-0000,3.62,cd05,Inf,100.35
2005-IJCAI,new,55,results/2005-ijcai/munin1-0007,1003.43,d02pp,,3.11
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0002,1.16,cd05,4.415207961149032E-38,1.63
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0013,1005.1,cd05pp,,53.5
2005-IJCAI,old,,results/2005-ijcai/munin1-0012,11.17,cd05,4.631782770509004E136,428.52
2005-IJCAI,new,38,results/2005-ijcai/munin2-0005,1010.21,sbk05,,5.13
2005-IJCAI,new,37,results/2005-ijcai/munin3-0013,1013.71,sbk05,,4.4
2005-IJCAI,old,,results/2005-ijcai/alarm-0001,0.73,d02,2.697696552672E-4,1.92
2005-IJCAI,old,,results/2005-ijcai/alarm-0000,2.28,sbk05,0.437384,1.33
2005-IJCAI,new,21,results/2005-ijcai/students_03_02-0005,0.12,sbk05,0.032,1.94
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0000,0.09,sbk05,0.364431,1.82
2005-IJCAI,old,,results/2005-ijcai/alarm-0008,1.15,cd05,0.029509493576401404,0.96
2005-IJCAI,new,37,results/2005-ijcai/water-0008,641.14,d02pp,7.40933e+11,2.2
2005-IJCAI,new,39,results/2005-ijcai/munin2-0001,1003.98,cd06pp,,9.26
2005-IJCAI,old,,results/2005-ijcai/pigs-0005,1.11,d02,1.4149498560666738E-73,3.81
2005-IJCAI,old,,results/2005-ijcai/pigs-0004,1.66,d02,,1.51
2005-IJCAI,new,21,results/2005-ijcai/mastermind_03_08_03-0013,1.16,bklm16,2.64312e-06,0.34
2005-IJCAI,new,15,results/2005-ijcai/pathfinder-0002,14.19,bklm16,0.00207501,0.47
2005-IJCAI,new,224,results/2005-ijcai/mildew-0000,1028.35,d02pp,,20.45
2005-IJCAI,new,12,results/2005-ijcai/alarm-0000,0.12,d02pp,0.437296,1.4
2005-IJCAI,new,22,results/2005-ijcai/blockmap_05_03-0005,0.24,cd06pp,0.364431,4.07
2005-IJCAI,new,33,results/2005-ijcai/pigs-0007,3.44,d02,0,1.64
2005-IJCAI,new,42,results/2005-ijcai/munin3-0007,769.55,cd06pp,inf,12.93
2005-IJCAI,new,39,results/2005-ijcai/munin2-0011,1026.08,cd06pp,,9.43
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0006,0.87,d02,0.7231521330550172,1.75
2005-IJCAI,new,42,results/2005-ijcai/munin4-0006,1910.18,cd05pp,,19.84
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0015,1.84,d02,9.789344395238216E-8,3.08
2005-IJCAI,old,,results/2005-ijcai/mildew-0009,1.36,cd05,0.007020026676630203,2.39
2005-IJCAI,old,,results/2005-ijcai/munin2-0006,0.11,bklm16,,0.7
2005-IJCAI,new,20,results/2005-ijcai/students_03_02-0008,0.08,d02pp,4.04543e-07,2.34
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0011,1.51,d02,4.495325262704077E-9,33.72
2005-IJCAI,new,37,results/2005-ijcai/water-0003,20.13,d02,1e+12,1.38
2005-IJCAI,new,24,results/2005-ijcai/hailfinder-0013,5.32,d02pp,5.35508e-07,1.68
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0000,0.21,d02pp,0.0088,1.42
2005-IJCAI,old,,results/2005-ijcai/pigs-0000,1002.4,sbk05,,2.12
2005-IJCAI,new,9,results/2005-ijcai/alarm-0000,0.13,bklm16,0.437296,0.16
2005-IJCAI,old,,results/2005-ijcai/munin2-0005,20.73,sbk05,2.43557e-28,5.2
2005-IJCAI,new,19,results/2005-ijcai/blockmap_05_03-0004,0.33,d02,0.364431,2.25
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0012,0.29,cd06pp,0.000532224,2.35
2005-IJCAI,new,39,results/2005-ijcai/munin2-0014,1010.31,cd06pp,,8.69
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0002,1.56,cd05,0.0020751199603467395,1.87
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0015,1.82,cd05,9.789344395238212E-8,3.06
2005-IJCAI,new,21,results/2005-ijcai/mildew-0008,229.31,bklm16,6.84687e-08,197.32999999999998
2005-IJCAI,new,19,results/2005-ijcai/blockmap_05_03-0012,0.43,d02,0.0524781,1.88
2005-IJCAI,new,19,results/2005-ijcai/munin3-0003,78.77,bklm16,inf,1.17
2005-IJCAI,new,21,results/2005-ijcai/students_03_02-0013,0.2,cd05pp,0.401591,3.49
2005-IJCAI,new,21,results/2005-ijcai/mildew-0009,231.53,bklm16,0.00702003,187.89
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0013,1.45,cd05,0.4015913795918369,3.17
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0004,0.18,cd05pp,0,1.56
2005-IJCAI,new,12,results/2005-ijcai/alarm-0007,0.25,d02,0.355675,1.52
2005-IJCAI,new,12,results/2005-ijcai/alarm-0015,0.04,d02pp,0.0691829,0.95
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0012,1.28,cd06,5.322237470967014E-4,1.68
2005-IJCAI,new,60,results/2005-ijcai/diabetes-0006,1012.88,cd06pp,,194.25
2005-IJCAI,new,33,results/2005-ijcai/pigs-0008,1.94,sbk05,0,2.15
2005-IJCAI,new,37,results/2005-ijcai/water-0008,19.67,d02,7.40933e+11,1.68
2005-IJCAI,new,60,results/2005-ijcai/diabetes-0008,1054.94,cd06pp,,183.42
2005-IJCAI,new,226,results/2005-ijcai/mildew-0012,1007.62,cd06pp,,15.25
2005-IJCAI,old,,results/2005-ijcai/munin2-0006,2.68,cd06,Inf,5.39
2005-IJCAI,new,15,results/2005-ijcai/pathfinder-0007,14.39,bklm16,0.00124608,0.42
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0004,1.03,cd06,1.9639686699062746E-43,1.41
2005-IJCAI,old,,results/2005-ijcai/munin4-0001,0.07,bklm16,,1.11
2005-IJCAI,old,,results/2005-ijcai/pigs-0007,1.29,cd06,1.8982033120812027E-71,1.81
2005-IJCAI,old,,results/2005-ijcai/munin4-0001,2.6,cd06,Inf,7.58
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0006,2.73,d02,0.723152,1.24
2005-IJCAI,new,19,results/2005-ijcai/blockmap_05_03-0013,0.24,d02pp,0.0524781,2.36
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0012,2.91,d02,0.000532224,1.44
2005-IJCAI,new,,results/2005-ijcai/mildew-0008,317.92,d02,,4.59
2005-IJCAI,old,,results/2005-ijcai/munin1-0006,1.31,cd06,1.428771677817085E144,2.38
2005-IJCAI,new,38,results/2005-ijcai/munin2-0011,1002.33,cd05pp,,10.72
2005-IJCAI,old,,results/2005-ijcai/munin3-0003,2.04,cd05,Inf,5.7
2005-IJCAI,new,21,results/2005-ijcai/mastermind_03_08_03-0011,0.47,d02,4.80902e-06,3.53
2005-IJCAI,new,12,results/2005-ijcai/alarm-0010,0.07,cd06pp,0.0129643,1.52
2005-IJCAI,new,9,results/2005-ijcai/alarm-0001,0.05,bklm16,0.00026977,0.08
2005-IJCAI,new,42,results/2005-ijcai/munin4-0001,1044.3,sbk05,,4.99
2005-IJCAI,old,,results/2005-ijcai/munin2-0011,0.05,bklm16,,0.62
2005-IJCAI,old,,results/2005-ijcai/mastermind_03_08_03-0015,0.09,sbk05,9.78934e-08,2.1
2005-IJCAI,old,,results/2005-ijcai/pathfinder-0009,1.52,d02,9.807425216700992E-4,1004.59
2005-IJCAI,old,,results/2005-ijcai/munin4-0007,3.79,sbk05,2.82069e-27,3.62
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0002,0.15,bklm16,4.415225e-38,2.01
2005-IJCAI,new,55,results/2005-ijcai/munin1-0006,1002.6,sbk05,,2.02
2005-IJCAI,new,18,results/2005-ijcai/students_03_02-0015,0.07,cd06pp,0.401591,1.66
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0004,0.5,bklm16,0,0.12
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0013,1.78,cd06,0.05247813411078718,2.78
2005-IJCAI,new,60,results/2005-ijcai/diabetes-0015,1026.63,cd06pp,,220.52
2005-IJCAI,old,,results/2005-ijcai/munin2-0014,1.32,cd05,,1.14
2005-IJCAI,new,20,results/2005-ijcai/mastermind_03_08_03-0013,0.31,cd05pp,2.64312e-06,4.28
2005-IJCAI,new,59,results/2005-ijcai/diabetes-0008,1016.95,d02pp,,43.48
2005-IJCAI,new,33,results/2005-ijcai/pigs-0004,2.25,sbk05,0,2.95
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0002,1.12,cd06,4.4152079611490345E-38,1.6
2005-IJCAI,old,,results/2005-ijcai/munin1-0001,2.92,d02,2.7674259112743664E140,9.59
2005-IJCAI,old,,results/2005-ijcai/munin1-0015,11.36,cd06,6.737732495462666E134,260.45
2005-IJCAI,old,,results/2005-ijcai/mildew-0004,1.9,cd05,2.5214375158917054E-6,152.93
2005-IJCAI,new,21,results/2005-ijcai/students_03_02-0008,0.17,d02,4.04543e-07,2.32
2005-IJCAI,old,,results/2005-ijcai/munin3-0003,2.05,cd06,Inf,7.82
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0006,0.71,sbk05,0.723152,0.94
2005-IJCAI,new,224,results/2005-ijcai/mildew-0012,1016.29,d02pp,,30.52
2005-IJCAI,old,,results/2005-ijcai/munin1-0001,2.43,cd06,2.7674259112743664E140,4.02
2005-IJCAI,new,30,results/2005-ijcai/hailfinder-0008,1.85,cd06pp,0.0182516,1.06
2005-IJCAI,new,20,results/2005-ijcai/diabetes-0008,162.47,bklm16,2.53724e+142,4.01
2005-IJCAI,old,,results/2005-ijcai/water-0008,1.32,cd06,7.409330797974381E11,1.91
2005-IJCAI,old,,results/2005-ijcai/munin1-0007,1.28,d02,,1.11
2005-IJCAI,old,,results/2005-ijcai/munin2-0001,17.44,sbk05,1.58059e-30,4.15
2005-IJCAI,new,42,results/2005-ijcai/munin4-0006,1012.67,d02pp,,16.95
2005-IJCAI,new,224,results/2005-ijcai/mildew-0000,1018.47,cd05pp,,30.61
2005-IJCAI,old,,results/2005-ijcai/munin1-0015,11.94,cd05,6.73773249546267E134,469.11
2005-IJCAI,old,,results/2005-ijcai/munin4-0009,0.13,bklm16,,1.21
2005-IJCAI,new,22,results/2005-ijcai/blockmap_05_03-0004,0.29,cd05pp,0.364431,3.55
2005-IJCAI,new,226,results/2005-ijcai/mildew-0000,1008.94,cd06pp,,12.8
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0004,0.06,sbk05,1.96397e-43,2.22
2005-IJCAI,new,33,results/2005-ijcai/pigs-0008,3.63,d02,0,1.63
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0006,0.24,cd05pp,0.723152,1.32
2005-IJCAI,new,59,results/2005-ijcai/diabetes-0008,1203.55,sbk05,,5.59
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0015,0.97,cd05,0.40159137959183683,1.88
2005-IJCAI,new,37,results/2005-ijcai/water-0002,91.83,d02pp,1e+12,1.85
2005-IJCAI,new,33,results/2005-ijcai/pigs-0000,1.07,cd05pp,0.25,2.25
2005-IJCAI,new,42,results/2005-ijcai/munin4-0015,1010.25,d02pp,,14.58
2005-IJCAI,new,55,results/2005-ijcai/munin1-0006,1003.58,d02,,2.24
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0006,1005.46,cd06pp,,9.6
2005-IJCAI,new,9,results/2005-ijcai/alarm-0010,0.12,bklm16,0.0130612,0.21
2005-IJCAI,old,,results/2005-ijcai/diabetes-0006,1.46,d02,,1.36
2005-IJCAI,new,38,results/2005-ijcai/munin2-0005,1009.04,d02pp,,9.88
2005-IJCAI,new,21,results/2005-ijcai/students_03_02-0005,0.09,cd05pp,0.032,1.58
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0012,1.36,cd06,0.40159137959183683,1.73
2005-IJCAI,old,,results/2005-ijcai/alarm-0007,0.6,sbk05,0.355746,0.9
2005-IJCAI,new,10,results/2005-ijcai/tcc4f.obfuscated-0012,0.48,bklm16,0.000532226,0.09
2005-IJCAI,new,9,results/2005-ijcai/alarm-0015,0.05,bklm16,0.0691829,0.07
2005-IJCAI,new,33,results/2005-ijcai/pigs-0005,3.5,d02,0,1.95
2005-IJCAI,new,12,results/2005-ijcai/alarm-0010,0.1,d02pp,0.0130612,1.03
2005-IJCAI,old,,results/2005-ijcai/munin1-0012,8.69,cd06,4.631782770509006E136,171.76
2005-IJCAI,new,19,results/2005-ijcai/blockmap_05_03-0013,0.76,bklm16,0.0524781,0.13
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0005,0.1,sbk05,0.364431,3.48
2005-IJCAI,new,20,results/2005-ijcai/students_03_02-0012,0.11,d02pp,0.401591,2.2
2005-IJCAI,new,22,results/2005-ijcai/pigs-0005,0.84,bklm16,0,0.1
2005-IJCAI,new,19,results/2005-ijcai/blockmap_05_03-0013,0.29,cd06pp,0.0524781,2.84
2005-IJCAI,new,19,results/2005-ijcai/blockmap_05_03-0000,0.34,sbk05,0.364431,1.89
2005-IJCAI,old,,results/2005-ijcai/blockmap_05_03-0003,1.22,cd06,0.3644314868804667,2.38
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0008,1.47,cd06,4.0454320987654356E-7,2.44
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0015,0.89,cd06,0.40159137959183683,1.74
2005-IJCAI,new,37,results/2005-ijcai/water-0013,29.4,d02,8.27321e+10,2.3
2005-IJCAI,old,,results/2005-ijcai/munin2-0014,0.05,bklm16,,0.63
2005-IJCAI,new,24,results/2005-ijcai/hailfinder-0014,1.52,sbk05,7.49603e-09,1.21
2005-IJCAI,new,37,results/2005-ijcai/munin3-0010,1019.44,d02,,3.9
2005-IJCAI,new,55,results/2005-ijcai/munin1-0015,1012.58,cd05pp,,4.4
2005-IJCAI,old,,results/2005-ijcai/munin4-0007,1.47,cd06,,1.37
2005-IJCAI,old,,results/2005-ijcai/students_03_02-0005,0.9,cd06,0.031999999999999994,1.71
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0012,0.06,bklm16,,1001.1
2005-IJCAI,new,19,results/2005-ijcai/blockmap_05_03-0000,0.24,cd05pp,0.364431,3.01
2005-IJCAI,new,37,results/2005-ijcai/munin3-0010,871.15,d02pp,inf,10.53
2005-IJCAI,new,79,results/2005-ijcai/pathfinder-0002,1011.41,cd05pp,,56.79
2005-IJCAI,old,,results/2005-ijcai/pigs-0000,10.94,d02,0.25,183.22
2005-IJCAI,old,,results/2005-ijcai/hailfinder-0008,3.54,sbk05,0.0185981,1.49
2005-IJCAI,new,30,results/2005-ijcai/munin1-0015,108.9,bklm16,6.73773e+134,0.17
2005-IJCAI,old,,results/2005-ijcai/mildew-0012,4.09,cd05,0.3851982499234135,438.33
2005-IJCAI,old,,results/2005-ijcai/munin4-0000,0.07,bklm16,,0.82
2005-IJCAI,new,55,results/2005-ijcai/munin1-0001,1008.21,d02pp,,3.46
2005-IJCAI,old,,results/2005-ijcai/water-0013,2.11,cd06,8.273205577497342E10,3.02
2005-IJCAI,old,,results/2005-ijcai/tcc4f.obfuscated-0012,0.78,sbk05,0.000532223,1.25
2005-IJCAI,new,55,results/2005-ijcai/munin1-0015,1018.41,d02,,2.45
2005-IJCAI,new,37,results/2005-ijcai/munin3-0013,1005.07,cd05pp,,18.24
2005-IJCAI,new,37,results/2005-ijcai/munin3-0013,1023.77,d02,,5.57
