Plan_Recognition/without_evidence/tire-3.dne,d02,3378,13685,2224,12531
Plan_Recognition/without_evidence/tire-3.dne,sbk05,2801,12531,2224,11954
Plan_Recognition/without_evidence/tire-3.dne,bklm16,4448,11394,2224,5409
Plan_Recognition/without_evidence/tire-3.dne,cd05,5025,16979,4448,16979
Plan_Recognition/without_evidence/tire-3.dne,cd06,5025,10434,4448,9857
Plan_Recognition/without_evidence/tire-4.dne,d02,5125,21245,3501,19621
Plan_Recognition/without_evidence/tire-4.dne,sbk05,4313,19621,3501,18809
Plan_Recognition/without_evidence/tire-4.dne,bklm16,7002,18383,3501,8786
Plan_Recognition/without_evidence/tire-4.dne,cd05,7814,26623,7002,26623
Plan_Recognition/without_evidence/tire-4.dne,cd06,7814,16600,7002,15788
Grid/Ratio_50/50-18-6.dne,d02,1422,4993,324,1775
Grid/Ratio_50/50-18-6.dne,sbk05,873,1775,324,1226
Grid/Ratio_50/50-18-6.dne,bklm16,1599,2079,324,1588
Grid/Ratio_50/50-18-6.dne,cd05,1746,2423,648,2423
Grid/Ratio_50/50-18-6.dne,cd06,1746,2237,648,2237
Grid/Ratio_50/50-12-8.dne,d02,686,2379,144,801
Grid/Ratio_50/50-12-8.dne,sbk05,415,801,144,530
Grid/Ratio_50/50-12-8.dne,bklm16,756,927,144,734
Grid/Ratio_50/50-12-8.dne,cd05,830,1089,288,1089
Grid/Ratio_50/50-12-8.dne,cd06,830,1023,288,1023
Grid/Ratio_50/50-19-8.dne,d02,1739,6125,361,2059
Grid/Ratio_50/50-19-8.dne,sbk05,1050,2059,361,1370
Grid/Ratio_50/50-19-8.dne,bklm16,1919,2355,361,1866
Grid/Ratio_50/50-19-8.dne,cd05,2100,2781,722,2781
Grid/Ratio_50/50-19-8.dne,cd06,2100,2589,722,2589
Grid/Ratio_50/50-18-3.dne,d02,1494,5261,324,1811
Grid/Ratio_50/50-18-3.dne,sbk05,909,1811,324,1226
Grid/Ratio_50/50-18-3.dne,bklm16,1664,2145,324,1657
Grid/Ratio_50/50-18-3.dne,cd05,1818,2459,648,2459
Grid/Ratio_50/50-18-3.dne,cd06,1818,2306,648,2306
Grid/Ratio_50/50-15-5.dne,d02,1067,3721,225,1263
Grid/Ratio_50/50-15-5.dne,sbk05,646,1263,225,842
Grid/Ratio_50/50-15-5.dne,bklm16,1178,1461,225,1151
Grid/Ratio_50/50-15-5.dne,cd05,1292,1713,450,1713
Grid/Ratio_50/50-15-5.dne,cd06,1292,1602,450,1602
Grid/Ratio_50/50-20-2.dne,d02,1862,6567,400,2253
Grid/Ratio_50/50-20-2.dne,sbk05,1131,2253,400,1522
Grid/Ratio_50/50-20-2.dne,bklm16,2070,2637,400,2049
Grid/Ratio_50/50-20-2.dne,cd05,2262,3053,800,3053
Grid/Ratio_50/50-20-2.dne,cd06,2262,2850,800,2850
Grid/Ratio_50/50-20-3.dne,d02,1926,6783,400,2285
Grid/Ratio_50/50-20-3.dne,sbk05,1163,2285,400,1522
Grid/Ratio_50/50-20-3.dne,bklm16,2125,2631,400,2078
Grid/Ratio_50/50-20-3.dne,cd05,2326,3085,800,3085
Grid/Ratio_50/50-20-3.dne,cd06,2326,2879,800,2879
Grid/Ratio_50/50-10-10.dne,d02,422,1445,100,523
Grid/Ratio_50/50-10-10.dne,sbk05,261,523,100,362
Grid/Ratio_50/50-10-10.dne,bklm16,476,625,100,473
Grid/Ratio_50/50-10-10.dne,cd05,522,723,200,723
Grid/Ratio_50/50-10-10.dne,cd06,522,674,200,674
Grid/Ratio_50/50-15-9.dne,d02,1043,3653,225,1251
Grid/Ratio_50/50-15-9.dne,sbk05,634,1251,225,842
Grid/Ratio_50/50-15-9.dne,bklm16,1159,1463,225,1140
Grid/Ratio_50/50-15-9.dne,cd05,1268,1701,450,1701
Grid/Ratio_50/50-15-9.dne,cd06,1268,1591,450,1591
Grid/Ratio_50/50-18-4.dne,d02,1502,5265,324,1815
Grid/Ratio_50/50-18-4.dne,sbk05,913,1815,324,1226
Grid/Ratio_50/50-18-4.dne,bklm16,1668,2131,324,1654
Grid/Ratio_50/50-18-4.dne,cd05,1826,2463,648,2463
Grid/Ratio_50/50-18-4.dne,cd06,1826,2303,648,2303
Grid/Ratio_50/50-12-4.dne,d02,670,2331,144,793
Grid/Ratio_50/50-12-4.dne,sbk05,407,793,144,530
Grid/Ratio_50/50-12-4.dne,bklm16,743,935,144,730
Grid/Ratio_50/50-12-4.dne,cd05,814,1081,288,1081
Grid/Ratio_50/50-12-4.dne,cd06,814,1019,288,1019
Grid/Ratio_50/50-10-7.dne,d02,438,1501,100,531
Grid/Ratio_50/50-10-7.dne,sbk05,269,531,100,362
Grid/Ratio_50/50-10-7.dne,bklm16,490,641,100,489
Grid/Ratio_50/50-10-7.dne,cd05,538,731,200,731
Grid/Ratio_50/50-10-7.dne,cd06,538,690,200,690
Grid/Ratio_50/50-14-6.dne,d02,846,2945,196,1055
Grid/Ratio_50/50-14-6.dne,sbk05,521,1055,196,730
Grid/Ratio_50/50-14-6.dne,bklm16,953,1255,196,952
Grid/Ratio_50/50-14-6.dne,cd05,1042,1447,392,1447
Grid/Ratio_50/50-14-6.dne,cd06,1042,1345,392,1345
Grid/Ratio_50/50-18-2.dne,d02,1442,5059,324,1785
Grid/Ratio_50/50-18-2.dne,sbk05,883,1785,324,1226
Grid/Ratio_50/50-18-2.dne,bklm16,1616,2133,324,1625
Grid/Ratio_50/50-18-2.dne,cd05,1766,2433,648,2433
Grid/Ratio_50/50-18-2.dne,cd06,1766,2274,648,2274
Grid/Ratio_50/50-10-9.dne,d02,458,1583,100,541
Grid/Ratio_50/50-10-9.dne,sbk05,279,541,100,362
Grid/Ratio_50/50-10-9.dne,bklm16,509,641,100,499
Grid/Ratio_50/50-10-9.dne,cd05,558,741,200,741
Grid/Ratio_50/50-10-9.dne,cd06,558,700,200,700
Grid/Ratio_50/50-14-5.dne,d02,970,3391,196,1117
Grid/Ratio_50/50-14-5.dne,sbk05,583,1117,196,730
Grid/Ratio_50/50-14-5.dne,bklm16,1063,1277,196,1025
Grid/Ratio_50/50-14-5.dne,cd05,1166,1509,392,1509
Grid/Ratio_50/50-14-5.dne,cd06,1166,1418,392,1418
Grid/Ratio_50/50-20-5.dne,d02,1998,7035,400,2321
Grid/Ratio_50/50-20-5.dne,sbk05,1199,2321,400,1522
Grid/Ratio_50/50-20-5.dne,bklm16,2188,2657,400,2127
Grid/Ratio_50/50-20-5.dne,cd05,2398,3121,800,3121
Grid/Ratio_50/50-20-5.dne,cd06,2398,2928,800,2928
Grid/Ratio_50/50-12-3.dne,d02,694,2391,144,805
Grid/Ratio_50/50-12-3.dne,sbk05,419,805,144,530
Grid/Ratio_50/50-12-3.dne,bklm16,761,933,144,741
Grid/Ratio_50/50-12-3.dne,cd05,838,1093,288,1093
Grid/Ratio_50/50-12-3.dne,cd06,838,1030,288,1030
Grid/Ratio_50/50-15-10.dne,d02,1015,3535,225,1237
Grid/Ratio_50/50-15-10.dne,sbk05,620,1237,225,842
Grid/Ratio_50/50-15-10.dne,bklm16,1132,1431,225,1110
Grid/Ratio_50/50-15-10.dne,cd05,1240,1687,450,1687
Grid/Ratio_50/50-15-10.dne,cd06,1240,1561,450,1561
Grid/Ratio_50/50-14-1.dne,d02,954,3327,196,1109
Grid/Ratio_50/50-14-1.dne,sbk05,575,1109,196,730
Grid/Ratio_50/50-14-1.dne,bklm16,1048,1273,196,1015
Grid/Ratio_50/50-14-1.dne,cd05,1150,1501,392,1501
Grid/Ratio_50/50-14-1.dne,cd06,1150,1408,392,1408
Grid/Ratio_50/50-16-3.dne,d02,1126,3943,256,1397
Grid/Ratio_50/50-16-3.dne,sbk05,691,1397,256,962
Grid/Ratio_50/50-16-3.dne,bklm16,1265,1647,256,1258
Grid/Ratio_50/50-16-3.dne,cd05,1382,1909,512,1909
Grid/Ratio_50/50-16-3.dne,cd06,1382,1771,512,1771
Grid/Ratio_50/50-19-3.dne,d02,1731,6105,361,2055
Grid/Ratio_50/50-19-3.dne,sbk05,1046,2055,361,1370
Grid/Ratio_50/50-19-3.dne,bklm16,1913,2377,361,1873
Grid/Ratio_50/50-19-3.dne,cd05,2092,2777,722,2777
Grid/Ratio_50/50-19-3.dne,cd06,2092,2596,722,2596
Grid/Ratio_50/50-14-7.dne,d02,970,3367,196,1117
Grid/Ratio_50/50-14-7.dne,sbk05,583,1117,196,730
Grid/Ratio_50/50-14-7.dne,bklm16,1060,1285,196,1029
Grid/Ratio_50/50-14-7.dne,cd05,1166,1509,392,1509
Grid/Ratio_50/50-14-7.dne,cd06,1166,1422,392,1422
Grid/Ratio_50/50-15-8.dne,d02,1199,4195,225,1329
Grid/Ratio_50/50-15-8.dne,sbk05,712,1329,225,842
Grid/Ratio_50/50-15-8.dne,bklm16,1295,1503,225,1238
