encoding_time,inference_time,novelty,dataset,answer,instance,encoding
2.53,1002.02,new,Grid-90,,results/Grid/Ratio_90/90-21-4.dne,cd06
2.02,1.17,old,Grid-90,0.4260331792338118,results/Grid/Ratio_90/90-18-7.dne,d02
1.08,3.03,new,Grid-90,4.35856e+13,results/Grid/Ratio_90/90-12-4.dne,cd06
0.11,1001.37,new,Grid-90,,results/Grid/Ratio_90/90-22-7.dne,bklm16
1.5,1.69,new,Grid-90,0.203543,results/Grid/Ratio_90/90-16-9.dne,sbk05
6.27,1009.21,new,Grid-90,,results/Grid/Ratio_90/90-50-4.dne,sbk05
0.11,368.08,new,Grid-90,0.423479,results/Grid/Ratio_90/90-20-1.dne,bklm16
2.44,0.07,old,Grid-90,0.2817687,results/Grid/Ratio_90/90-14-2.dne,bklm16
4.7,1002.44,new,Grid-90,,results/Grid/Ratio_90/90-42-6.dne,cd05
1.43,224.23,new,Grid-90,3.06733e+21,results/Grid/Ratio_90/90-17-10.dne,cd05
0.2,1005.25,new,Grid-90,,results/Grid/Ratio_90/90-34-5.dne,bklm16
2.19,1.11,old,Grid-90,0.9641628160937141,results/Grid/Ratio_90/90-17-4.dne,cd05
3.34,248.02,new,Grid-90,0,results/Grid/Ratio_90/90-19-9.dne,sbk05
1.17,2.07,new,Grid-90,0.854574,results/Grid/Ratio_90/90-42-6.dne,cw
0.39,1007.14,new,Grid-90,,results/Grid/Ratio_90/90-42-8.dne,bklm16
9.38,2.07,old,Grid-90,0.47528916582956293,results/Grid/Ratio_90/90-23-7.dne,d02
3.81,1004.92,new,Grid-90,,results/Grid/Ratio_90/90-34-10.dne,cd05
43.76,3.3,old,Grid-90,1.0000029204380154,results/Grid/Ratio_90/90-38-4.dne,cd05
1006.44,1.24,old,Grid-90,,results/Grid/Ratio_90/90-42-8.dne,cd05
2.69,29.97,old,Grid-90,0.815723,results/Grid/Ratio_90/90-24-10.dne,sbk05
1.86,1.18,old,Grid-90,0.9443501264238533,results/Grid/Ratio_90/90-18-4.dne,d02
9.37,3.59,old,Grid-90,0.6968174,results/Grid/Ratio_90/90-25-5.dne,bklm16
81.86,4.86,old,Grid-90,0.47111452820593763,results/Grid/Ratio_90/90-38-10.dne,cd06
1.09,35.38,new,Grid-90,1.67483e+19,results/Grid/Ratio_90/90-12-10.dne,cd05
1.77,1.25,old,Grid-90,0.8229061419079213,results/Grid/Ratio_90/90-10-4.dne,cd06
1.44,18.2,new,Grid-90,1,results/Grid/Ratio_90/90-18-2.dne,sbk05
1.58,1004.8,new,Grid-90,,results/Grid/Ratio_90/90-18-5.dne,cd05
1.68,0.16,old,Grid-90,0,results/Grid/Ratio_90/90-17-2.dne,sbk05
7.88,1002.47,new,Grid-90,,results/Grid/Ratio_90/90-50-2.dne,cd06
3.04,0.97,old,Grid-90,,results/Grid/Ratio_90/90-26-7.dne,cd06
75.37,283.87,old,Grid-90,,results/Grid/Ratio_90/90-38-7.dne,bklm16
6.13,0.39,old,Grid-90,0.9970873,results/Grid/Ratio_90/90-21-7.dne,bklm16
1.72,7.15,new,Grid-90,0.817024,results/Grid/Ratio_90/90-17-9.dne,d02
5.51,1140.09,new,Grid-90,,results/Grid/Ratio_90/90-42-9.dne,cd05
5.07,1002.03,new,Grid-90,,results/Grid/Ratio_90/90-42-6.dne,d02
5.16,1.95,old,Grid-90,0.6090343281006686,results/Grid/Ratio_90/90-25-3.dne,cd05
1010.38,1.64,old,Grid-90,,results/Grid/Ratio_90/90-46-5.dne,cd05
1.66,34.61,new,Grid-90,0.820934,results/Grid/Ratio_90/90-42-4.dne,cw
6.53,0.07,old,Grid-90,0.0,results/Grid/Ratio_90/90-26-1.dne,bklm16
5.97,0.06,old,Grid-90,0.0,results/Grid/Ratio_90/90-24-6.dne,bklm16
0.11,0.04,new,Grid-90,1,results/Grid/Ratio_90/90-16-7.dne,cw
3.3,0.59,old,Grid-90,0.5756181,results/Grid/Ratio_90/90-16-1.dne,bklm16
0.2,1003.77,new,Grid-90,,results/Grid/Ratio_90/90-34-1.dne,bklm16
0.12,0.03,new,Grid-90,0.872675,results/Grid/Ratio_90/90-12-3.dne,cw
0.13,0.09,new,Grid-90,0.849668,results/Grid/Ratio_90/90-18-5.dne,cw
801.09,311.69,old,Grid-90,,results/Grid/Ratio_90/90-46-1.dne,bklm16
1.53,1.15,old,Grid-90,0.8229061419079213,results/Grid/Ratio_90/90-10-4.dne,d02
0.18,1003.57,new,Grid-90,,results/Grid/Ratio_90/90-21-2.dne,bklm16
1.26,0.48,new,Grid-90,0,results/Grid/Ratio_90/90-10-8.dne,cd05
3.65,1.01,old,Grid-90,,results/Grid/Ratio_90/90-26-1.dne,cd05
1005.35,5.12,old,Grid-90,0.47111452820593763,results/Grid/Ratio_90/90-38-10.dne,d02
2.7,1003.32,new,Grid-90,,results/Grid/Ratio_90/90-22-9.dne,cd05
1.73,0.93,old,Grid-90,0.3452099338707799,results/Grid/Ratio_90/90-15-8.dne,cd06
2.97,1004.18,new,Grid-90,,results/Grid/Ratio_90/90-23-1.dne,d02
4.69,1.51,old,Grid-90,0.05150301963292771,results/Grid/Ratio_90/90-26-3.dne,d02
5.53,1.65,old,Grid-90,0.7755289536035102,results/Grid/Ratio_90/90-21-10.dne,d02
0.13,0.07,new,Grid-90,1,results/Grid/Ratio_90/90-18-2.dne,cw
1.55,0.82,old,Grid-90,0.9773494847918256,results/Grid/Ratio_90/90-12-4.dne,cd05
1.82,80.05,new,Grid-90,0.956469,results/Grid/Ratio_90/90-20-3.dne,sbk05
1.81,616.15,new,Grid-90,,results/Grid/Ratio_90/90-19-3.dne,cd06
3.51,1009.27,new,Grid-90,,results/Grid/Ratio_90/90-34-4.dne,cd06
193.06,283.77,old,Grid-90,,results/Grid/Ratio_90/90-42-8.dne,bklm16
0.09,48.34,new,Grid-90,0.217882,results/Grid/Ratio_90/90-15-10.dne,bklm16
1.48,1.01,old,Grid-90,0.21788239584952349,results/Grid/Ratio_90/90-15-10.dne,d02
10.46,2.0,old,Grid-90,0.6581674871286377,results/Grid/Ratio_90/90-23-2.dne,cd06
1.41,0.95,old,Grid-90,0.6049901261103483,results/Grid/Ratio_90/90-14-8.dne,d02
1.82,1.32,old,Grid-90,0.17900975419296875,results/Grid/Ratio_90/90-12-6.dne,cd05
0.09,292.34000000000003,new,Grid-90,1,results/Grid/Ratio_90/90-16-7.dne,bklm16
1.61,0.79,old,Grid-90,1.0000003406264983,results/Grid/Ratio_90/90-14-7.dne,cd05
3.67,0.24,old,Grid-90,0.4260335,results/Grid/Ratio_90/90-18-7.dne,bklm16
5.32,1001.19,old,Grid-90,,results/Grid/Ratio_90/90-46-8.dne,sbk05
0.12,8.14,new,Grid-90,1,results/Grid/Ratio_90/90-21-3.dne,bklm16
1.52,0.69,old,Grid-90,0.4530448018726188,results/Grid/Ratio_90/90-12-2.dne,cd05
1.02,0.03,new,Grid-90,0,results/Grid/Ratio_90/90-10-6.dne,d02
1.21,1004.89,new,Grid-90,,results/Grid/Ratio_90/90-14-10.dne,cd05
9.26,1.72,old,Grid-90,0.931570211385869,results/Grid/Ratio_90/90-30-3.dne,cd05
10.04,1.68,old,Grid-90,0.043908340486975686,results/Grid/Ratio_90/90-26-4.dne,cd05
1007.49,1.94,old,Grid-90,,results/Grid/Ratio_90/90-46-2.dne,cd06
0.53,1003.21,new,Grid-90,,results/Grid/Ratio_90/90-50-9.dne,bklm16
0.2,0.21,new,Grid-90,0.658168,results/Grid/Ratio_90/90-23-2.dne,cw
4.83,1008.02,new,Grid-90,,results/Grid/Ratio_90/90-42-8.dne,sbk05
2.89,1003.84,new,Grid-90,,results/Grid/Ratio_90/90-26-9.dne,cd06
15.42,2.03,old,Grid-90,0.12595956806774702,results/Grid/Ratio_90/90-25-7.dne,cd05
2.82,1.44,old,Grid-90,0.008156480092494516,results/Grid/Ratio_90/90-20-10.dne,d02
3.18,1.32,old,Grid-90,0.343430334733804,results/Grid/Ratio_90/90-22-10.dne,cd06
6.03,25.86,old,Grid-90,0,results/Grid/Ratio_90/90-46-10.dne,sbk05
2.35,0.14,old,Grid-90,0.7438306,results/Grid/Ratio_90/90-14-10.dne,bklm16
1.59,1003.44,new,Grid-90,,results/Grid/Ratio_90/90-46-9.dne,cw
2.05,1.11,old,Grid-90,0.9443501264238533,results/Grid/Ratio_90/90-18-4.dne,cd05
1.36,0.1,old,Grid-90,0.217882,results/Grid/Ratio_90/90-15-10.dne,sbk05
2.74,1.91,old,Grid-90,1,results/Grid/Ratio_90/90-24-2.dne,sbk05
2.71,1003.93,new,Grid-90,,results/Grid/Ratio_90/90-25-5.dne,d02
1.43,0.74,old,Grid-90,,results/Grid/Ratio_90/90-12-9.dne,cd06
3.61,0.29,old,Grid-90,0.8496699,results/Grid/Ratio_90/90-18-5.dne,bklm16
2.84,0.1,old,Grid-90,0.2506689,results/Grid/Ratio_90/90-17-1.dne,bklm16
1.65,389.53,new,Grid-90,3.14591e+19,results/Grid/Ratio_90/90-17-1.dne,cd05
0.09,50.51,new,Grid-90,0.29278,results/Grid/Ratio_90/90-15-7.dne,bklm16
0.1,29.2,new,Grid-90,0.970621,results/Grid/Ratio_90/90-17-5.dne,bklm16
0.12,1003.08,new,Grid-90,,results/Grid/Ratio_90/90-25-2.dne,bklm16
1008.23,1.57,old,Grid-90,,results/Grid/Ratio_90/90-46-1.dne,d02
3.02,0.95,old,Grid-90,,results/Grid/Ratio_90/90-26-9.dne,cd06
2.17,27.04,old,Grid-90,0.490764,results/Grid/Ratio_90/90-23-6.dne,sbk05
2.27,74.99,new,Grid-90,0.814918,results/Grid/Ratio_90/90-23-5.dne,sbk05
0.17,0.11,new,Grid-90,0,results/Grid/Ratio_90/90-21-4.dne,cw
1.56,1001.83,new,Grid-90,,results/Grid/Ratio_90/90-18-7.dne,cd05
4.89,1001.34,new,Grid-90,,results/Grid/Ratio_90/90-38-7.dne,d02
1.68,1.05,old,Grid-90,0.25066920187076913,results/Grid/Ratio_90/90-17-1.dne,cd05
0.23,0.22,new,Grid-90,1,results/Grid/Ratio_90/90-24-2.dne,cw
0.1,0.04,new,Grid-90,0.34521,results/Grid/Ratio_90/90-15-8.dne,cw
3.88,1006.21,old,Grid-90,,results/Grid/Ratio_90/90-38-3.dne,sbk05
1002.27,2.45,old,Grid-90,0.3608518020457384,results/Grid/Ratio_90/90-30-1.dne,d02
1.94,42.97,old,Grid-90,0.34982,results/Grid/Ratio_90/90-19-2.dne,sbk05
0.12,1003.39,new,Grid-90,,results/Grid/Ratio_90/90-24-10.dne,bklm16
1.54,1.12,old,Grid-90,1.0000000485831795,results/Grid/Ratio_90/90-16-7.dne,d02
2.0,1.27,old,Grid-90,0.2035425711524741,results/Grid/Ratio_90/90-16-9.dne,d02
2.2,1004.39,new,Grid-90,,results/Grid/Ratio_90/90-26-9.dne,sbk05
2.49,1005.94,new,Grid-90,,results/Grid/Ratio_90/90-26-9.dne,d02
0.13,1003.06,new,Grid-90,,results/Grid/Ratio_90/90-25-8.dne,bklm16
2.75,1005.96,new,Grid-90,,results/Grid/Ratio_90/90-23-10.dne,cd05
4.74,1002.19,new,Grid-90,,results/Grid/Ratio_90/90-42-7.dne,sbk05
2.74,1008.36,new,Grid-90,,results/Grid/Ratio_90/90-25-4.dne,cd06
1.9,1.15,old,Grid-90,0.15452136743835052,results/Grid/Ratio_90/90-19-8.dne,cd06
5.37,1.79,old,Grid-90,0.9999995299576622,results/Grid/Ratio_90/90-23-1.dne,cd05
3.76,0.1,old,Grid-90,0.2035432,results/Grid/Ratio_90/90-16-9.dne,bklm16
1.96,847.64,new,Grid-90,0.593734,results/Grid/Ratio_90/90-22-1.dne,sbk05
2.14,1004.49,old,Grid-90,,results/Grid/Ratio_90/90-23-2.dne,sbk05
1.46,0.62,new,Grid-90,0.203543,results/Grid/Ratio_90/90-16-9.dne,d02
8.04,2.16,old,Grid-90,0.6090343281006688,results/Grid/Ratio_90/90-25-3.dne,d02
1.16,0.89,old,Grid-90,0.453044801872619,results/Grid/Ratio_90/90-12-2.dne,d02
1.66,129.56,new,Grid-90,2.26994e+26,results/Grid/Ratio_90/90-14-10.dne,cd06
2.03,1.03,old,Grid-90,0.837673,results/Grid/Ratio_90/90-18-8.dne,sbk05
3.2,1002.33,new,Grid-90,,results/Grid/Ratio_90/90-30-3.dne,cd06
0.65,88.8,new,Grid-90,0.10227,results/Grid/Ratio_90/90-15-3.dne,bklm16
0.83,198.76,new,Grid-90,0.859024,results/Grid/Ratio_90/90-38-5.dne,cw
0.1,1003.78,new,Grid-90,,results/Grid/Ratio_90/90-19-7.dne,bklm16
1.02,0.03,old,Grid-90,0.397209,results/Grid/Ratio_90/90-10-3.dne,sbk05
2.33,1002.13,new,Grid-90,,results/Grid/Ratio_90/90-25-10.dne,d02
1.64,1.47,new,Grid-90,0.0573066,results/Grid/Ratio_90/90-16-3.dne,d02
3.36,1.45,old,Grid-90,0.4806797265282102,results/Grid/Ratio_90/90-24-9.dne,cd06
2.94,1003.06,new,Grid-90,,results/Grid/Ratio_90/90-26-5.dne,d02
1.7,1.22,old,Grid-90,0.17900975419296877,results/Grid/Ratio_90/90-12-6.dne,cd06
2.22,33.5,old,Grid-90,0.480679,results/Grid/Ratio_90/90-24-9.dne,sbk05
2.23,991.73,new,Grid-90,0.79558,results/Grid/Ratio_90/90-21-2.dne,d02
2.45,1003.51,new,Grid-90,,results/Grid/Ratio_90/90-20-9.dne,cd05
1.1,0.21,new,Grid-90,1.7379e+12,results/Grid/Ratio_90/90-10-9.dne,cd05
11.06,1.88,old,Grid-90,0.8838592013524031,results/Grid/Ratio_90/90-25-4.dne,cd05
0.08,0.01,new,Grid-90,0,results/Grid/Ratio_90/90-10-6.dne,cw
1.81,1000.78,new,Grid-90,,results/Grid/Ratio_90/90-19-5.dne,cd05
0.11,1007.21,new,Grid-90,,results/Grid/Ratio_90/90-21-7.dne,bklm16
0.1,1008.35,new,Grid-90,,results/Grid/Ratio_90/90-18-2.dne,bklm16
2.71,1004.53,new,Grid-90,,results/Grid/Ratio_90/90-25-2.dne,d02
0.08,0.03,new,Grid-90,0.0195853,results/Grid/Ratio_90/90-12-10.dne,cw
2.11,1002.12,new,Grid-90,,results/Grid/Ratio_90/90-21-2.dne,cd06
1006.08,1.14,old,Grid-90,,results/Grid/Ratio_90/90-34-1.dne,cd05
1004.51,15.1,old,Grid-90,0.631463187112488,results/Grid/Ratio_90/90-50-4.dne,d02
0.09,0.02,new,Grid-90,0,results/Grid/Ratio_90/90-10-8.dne,cw
29.0,4.19,old,Grid-90,0.12595956806774705,results/Grid/Ratio_90/90-25-7.dne,cd06
5.08,1002.83,new,Grid-90,,results/Grid/Ratio_90/90-46-6.dne,d02
37.61,0.1,old,Grid-90,0.0,results/Grid/Ratio_90/90-50-2.dne,bklm16
4.2,1000.7,old,Grid-90,,results/Grid/Ratio_90/90-38-10.dne,sbk05
2.16,3.61,old,Grid-90,1,results/Grid/Ratio_90/90-21-3.dne,sbk05
0.09,0.03,new,Grid-90,0.671432,results/Grid/Ratio_90/90-12-1.dne,cw
5.6,1005.12,new,Grid-90,,results/Grid/Ratio_90/90-46-9.dne,sbk05
2.75,1.11,old,Grid-90,0.38309247336286395,results/Grid/Ratio_90/90-19-10.dne,cd06
1.27,0.4,new,Grid-90,1,results/Grid/Ratio_90/90-14-7.dne,sbk05
0.55,37.18,new,Grid-90,0.93157,results/Grid/Ratio_90/90-30-3.dne,cw
1.73,1.28,old,Grid-90,0.057306597791457824,results/Grid/Ratio_90/90-16-3.dne,d02
0.18,0.11,new,Grid-90,1,results/Grid/Ratio_90/90-21-3.dne,cw
2.39,1.11,old,Grid-90,0.867537355055231,results/Grid/Ratio_90/90-19-7.dne,cd05
5.62,1.81,old,Grid-90,0.33829112291203167,results/Grid/Ratio_90/90-22-7.dne,cd05
1.22,0.45,new,Grid-90,0.281768,results/Grid/Ratio_90/90-14-2.dne,sbk05
1.26,0.05,new,Grid-90,0,results/Grid/Ratio_90/90-12-9.dne,sbk05
1.2,0.71,old,Grid-90,,results/Grid/Ratio_90/90-10-8.dne,cd06
0.09,1.6,new,Grid-90,0.671433,results/Grid/Ratio_90/90-12-1.dne,bklm16
1.35,0.1,old,Grid-90,0.250669,results/Grid/Ratio_90/90-17-1.dne,sbk05
1003.83,1.81,old,Grid-90,,results/Grid/Ratio_90/90-46-6.dne,d02
1004.47,1.5,old,Grid-90,,results/Grid/Ratio_90/90-46-8.dne,d02
4.68,0.12,old,Grid-90,0.5022035,results/Grid/Ratio_90/90-18-9.dne,bklm16
0.07,28.86,new,Grid-90,0.304307,results/Grid/Ratio_90/90-12-7.dne,bklm16
0.14,0.53,new,Grid-90,0.154522,results/Grid/Ratio_90/90-19-8.dne,cw
2.57,10.65,old,Grid-90,0.338291,results/Grid/Ratio_90/90-22-7.dne,sbk05
2.66,1001.26,new,Grid-90,,results/Grid/Ratio_90/90-22-7.dne,d02
3.08,1002.75,old,Grid-90,,results/Grid/Ratio_90/90-25-5.dne,sbk05
1.2,0.17,new,Grid-90,0.453045,results/Grid/Ratio_90/90-12-2.dne,d02
3.54,1003.67,new,Grid-90,,results/Grid/Ratio_90/90-34-1.dne,d02
5.98,1002.1,new,Grid-90,,results/Grid/Ratio_90/90-46-8.dne,sbk05
1.13,2.21,new,Grid-90,4.35856e+13,results/Grid/Ratio_90/90-12-4.dne,cd05
1.25,8.85,new,Grid-90,0.743832,results/Grid/Ratio_90/90-14-10.dne,d02
3.74,1003.51,new,Grid-90,,results/Grid/Ratio_90/90-34-1.dne,cd05
1.52,0.03,old,Grid-90,0.17901,results/Grid/Ratio_90/90-12-6.dne,sbk05
0.13,1003.7,new,Grid-90,,results/Grid/Ratio_90/90-22-1.dne,bklm16
2.17,1008.24,new,Grid-90,,results/Grid/Ratio_90/90-23-6.dne,d02
2.66,0.3,old,Grid-90,0,results/Grid/Ratio_90/90-22-8.dne,sbk05
0.14,0.35,new,Grid-90,0.34982,results/Grid/Ratio_90/90-19-2.dne,cw
1.54,38.46,new,Grid-90,0.849668,results/Grid/Ratio_90/90-18-5.dne,sbk05
27.17,0.16,old,Grid-90,0.0,results/Grid/Ratio_90/90-46-10.dne,bklm16
3.03,1003.74,new,Grid-90,,results/Grid/Ratio_90/90-30-6.dne,sbk05
1006.14,1.37,old,Grid-90,,results/Grid/Ratio_90/90-42-6.dne,cd05
1.27,0.08,old,Grid-90,0.872675,results/Grid/Ratio_90/90-12-3.dne,sbk05
344.5,280.74,old,Grid-90,,results/Grid/Ratio_90/90-50-5.dne,bklm16
1.72,34.08,new,Grid-90,0.0688282,results/Grid/Ratio_90/90-42-9.dne,cw
8.86,16.44,old,Grid-90,0.6248075,results/Grid/Ratio_90/90-25-9.dne,bklm16
1005.78,29.58,old,Grid-90,1.000001593795111,results/Grid/Ratio_90/90-42-7.dne,d02
2.26,1003.07,new,Grid-90,,results/Grid/Ratio_90/90-23-1.dne,cd05
4.07,1005.15,new,Grid-90,,results/Grid/Ratio_90/90-34-1.dne,sbk05
1.65,377.63,new,Grid-90,3.01213e+24,results/Grid/Ratio_90/90-12-7.dne,cd05
0.19,0.38,new,Grid-90,0.475289,results/Grid/Ratio_90/90-23-7.dne,cw
3.19,1000.99,new,Grid-90,,results/Grid/Ratio_90/90-30-1.dne,sbk05
1.23,0.85,old,Grid-90,0.30430657594473576,results/Grid/Ratio_90/90-12-7.dne,cd06
0.12,1002.76,new,Grid-90,,results/Grid/Ratio_90/90-23-6.dne,bklm16
2.5,183.89,old,Grid-90,0.738431,results/Grid/Ratio_90/90-24-5.dne,sbk05
4.1,0.08,old,Grid-90,0.4244292,results/Grid/Ratio_90/90-17-10.dne,bklm16
1.7,1.54,new,Grid-90,0.250669,results/Grid/Ratio_90/90-17-1.dne,d02
2.02,1001.35,new,Grid-90,,results/Grid/Ratio_90/90-17-7.dne,cd06
1.49,3.7,new,Grid-90,0,results/Grid/Ratio_90/90-12-9.dne,cd05
4.66,1002.89,new,Grid-90,,results/Grid/Ratio_90/90-38-7.dne,sbk05
0.23,517.3,new,Grid-90,0.837676,results/Grid/Ratio_90/90-18-8.dne,bklm16
1.1,0.01,old,Grid-90,0.447534,results/Grid/Ratio_90/90-10-10.dne,sbk05
2.83,712.56,new,Grid-90,0.88386,results/Grid/Ratio_90/90-25-4.dne,sbk05
4.69,1001.23,old,Grid-90,,results/Grid/Ratio_90/90-42-7.dne,sbk05
1.16,0.05,old,Grid-90,0.334212,results/Grid/Ratio_90/90-14-3.dne,sbk05
1.52,0.82,old,Grid-90,0.671431851859474,results/Grid/Ratio_90/90-12-1.dne,cd05
2.36,1003.85,new,Grid-90,,results/Grid/Ratio_90/90-21-2.dne,cd05
1.77,1003.58,new,Grid-90,,results/Grid/Ratio_90/90-20-3.dne,cd05
2.76,0.66,old,Grid-90,0,results/Grid/Ratio_90/90-26-9.dne,sbk05
1.45,302.94,new,Grid-90,2.84375e+23,results/Grid/Ratio_90/90-15-10.dne,cd06
2.74,1124.65,new,Grid-90,,results/Grid/Ratio_90/90-50-10.dne,cw
1.02,1.81,new,Grid-90,1.7379e+12,results/Grid/Ratio_90/90-10-9.dne,cd06
2.21,1001.25,new,Grid-90,,results/Grid/Ratio_90/90-21-4.dne,cd05
1.74,1002.52,new,Grid-90,,results/Grid/Ratio_90/90-19-3.dne,cd05
3.09,1.42,old,Grid-90,1.0000001746078542,results/Grid/Ratio_90/90-21-3.dne,cd05
2.68,1.17,old,Grid-90,0.9564689074813504,results/Grid/Ratio_90/90-20-3.dne,cd05
0.1,6.47,new,Grid-90,0.426034,results/Grid/Ratio_90/90-18-7.dne,bklm16
4.34,1004.8,new,Grid-90,,results/Grid/Ratio_90/90-38-3.dne,cd06
2.36,286.37,old,Grid-90,0.0120528,results/Grid/Ratio_90/90-24-4.dne,sbk05
2.61,1002.0,new,Grid-90,,results/Grid/Ratio_90/90-24-9.dne,sbk05
1.85,1.24,old,Grid-90,0.15452136743835054,results/Grid/Ratio_90/90-19-8.dne,d02
1.74,6.67,new,Grid-90,0.575618,results/Grid/Ratio_90/90-16-1.dne,sbk05
1.96,110.84,new,Grid-90,0.999999,results/Grid/Ratio_90/90-18-10.dne,d02
2.71,1090.53,new,Grid-90,,results/Grid/Ratio_90/90-25-3.dne,cd05
1.37,0.32,new,Grid-90,0.0573066,results/Grid/Ratio_90/90-16-3.dne,sbk05
26.26,142.23,old,Grid-90,0.252803,results/Grid/Ratio_90/90-34-1.dne,bklm16
4.19,1001.76,new,Grid-90,,results/Grid/Ratio_90/90-38-10.dne,cd05
1.29,0.99,old,Grid-90,0.30430657594473565,results/Grid/Ratio_90/90-12-7.dne,d02
1.63,55.03,new,Grid-90,1,results/Grid/Ratio_90/90-46-5.dne,cw
2.91,1003.72,new,Grid-90,,results/Grid/Ratio_90/90-24-5.dne,cd05
0.28,1001.07,new,Grid-90,,results/Grid/Ratio_90/90-38-5.dne,bklm16
1.67,58.51,new,Grid-90,0.817024,results/Grid/Ratio_90/90-17-9.dne,sbk05
1.12,0.06,old,Grid-90,0.9555533,results/Grid/Ratio_90/90-10-9.dne,bklm16
15.6,3.14,old,Grid-90,0.9141285,results/Grid/Ratio_90/90-34-5.dne,bklm16
1.49,445.95,new,Grid-90,8.02623e+17,results/Grid/Ratio_90/90-12-6.dne,cd06
2.14,1003.42,new,Grid-90,,results/Grid/Ratio_90/90-50-4.dne,cw
2.75,1.38,old,Grid-90,0.33829112291203167,results/Grid/Ratio_90/90-22-7.dne,cd06
1.39,1006.41,new,Grid-90,,results/Grid/Ratio_90/90-15-8.dne,cd05
0.22,0.73,new,Grid-90,0.0120528,results/Grid/Ratio_90/90-24-4.dne,cw
4.93,1005.39,new,Grid-90,,results/Grid/Ratio_90/90-42-8.dne,d02
1.39,0.52,old,Grid-90,1,results/Grid/Ratio_90/90-16-7.dne,sbk05
792.1,29.99,old,Grid-90,1.000001593795111,results/Grid/Ratio_90/90-42-7.dne,cd06
1.33,10.69,new,Grid-90,6.56179e+17,results/Grid/Ratio_90/90-14-3.dne,cd06
1.13,0.06,new,Grid-90,0.397209,results/Grid/Ratio_90/90-10-3.dne,sbk05
0.19,0.54,new,Grid-90,0.338291,results/Grid/Ratio_90/90-22-7.dne,cw
3.8,1.64,old,Grid-90,0.6968159700943997,results/Grid/Ratio_90/90-25-5.dne,cd06
1121.35,1.86,old,Grid-90,,results/Grid/Ratio_90/90-42-4.dne,cd05
0.27,0.42,new,Grid-90,0.051503,results/Grid/Ratio_90/90-26-3.dne,cw
3.95,0.1,old,Grid-90,0.9706208,results/Grid/Ratio_90/90-17-5.dne,bklm16
1.93,1007.36,new,Grid-90,,results/Grid/Ratio_90/90-22-1.dne,cd05
4.95,1113.77,new,Grid-90,,results/Grid/Ratio_90/90-42-9.dne,d02
5.86,1005.28,new,Grid-90,,results/Grid/Ratio_90/90-46-7.dne,d02
7.2,1006.02,new,Grid-90,,results/Grid/Ratio_90/90-50-2.dne,cd05
3.5,1004.85,new,Grid-90,,results/Grid/Ratio_90/90-24-2.dne,cd06
2.19,84.86,new,Grid-90,0,results/Grid/Ratio_90/90-17-7.dne,d02
0.07,0.02,new,Grid-90,0.955553,results/Grid/Ratio_90/90-10-9.dne,cw
1.1,0.54,new,Grid-90,0.0195853,results/Grid/Ratio_90/90-12-10.dne,d02
33.66,3.0,old,Grid-90,0.09717837958387578,results/Grid/Ratio_90/90-26-6.dne,cd06
1.59,1002.41,new,Grid-90,,results/Grid/Ratio_90/90-18-2.dne,cd05
6.23,1.61,old,Grid-90,0.8157229328005964,results/Grid/Ratio_90/90-24-10.dne,cd05
4.01,1004.15,new,Grid-90,,results/Grid/Ratio_90/90-26-1.dne,cd06
3.73,1004.09,new,Grid-90,,results/Grid/Ratio_90/90-34-6.dne,cd06
1.15,0.03,old,Grid-90,0,results/Grid/Ratio_90/90-10-6.dne,sbk05
252.21,285.63,old,Grid-90,,results/Grid/Ratio_90/90-50-4.dne,bklm16
1.66,1004.07,new,Grid-90,,results/Grid/Ratio_90/90-17-4.dne,cd05
4.72,1005.85,new,Grid-90,,results/Grid/Ratio_90/90-38-10.dne,d02
7.25,1092.4,new,Grid-90,,results/Grid/Ratio_90/90-50-10.dne,d02
1.17,1003.91,new,Grid-90,,results/Grid/Ratio_90/90-12-7.dne,cd06
0.57,10.93,new,Grid-90,0.914128,results/Grid/Ratio_90/90-34-5.dne,cw
0.15,1002.61,new,Grid-90,,results/Grid/Ratio_90/90-25-9.dne,bklm16
2.25,0.22,old,Grid-90,0.2105684,results/Grid/Ratio_90/90-14-5.dne,bklm16
1.19,4.63,new,Grid-90,0.304307,results/Grid/Ratio_90/90-12-7.dne,d02
0.11,0.06,new,Grid-90,0.320649,results/Grid/Ratio_90/90-16-4.dne,cw
6.77,0.67,old,Grid-90,0.8157235,results/Grid/Ratio_90/90-24-10.dne,bklm16
3.47,978.7,new,Grid-90,,results/Grid/Ratio_90/90-34-3.dne,sbk05
0.1,0.02,new,Grid-90,0,results/Grid/Ratio_90/90-12-9.dne,cw
2.29,1002.65,new,Grid-90,,results/Grid/Ratio_90/90-21-3.dne,cd05
0.14,1002.04,new,Grid-90,,results/Grid/Ratio_90/90-24-2.dne,bklm16
3.0,1001.32,old,Grid-90,,results/Grid/Ratio_90/90-30-6.dne,sbk05
0.1,7.29,new,Grid-90,0.424429,results/Grid/Ratio_90/90-17-10.dne,bklm16
1007.82,1.87,old,Grid-90,,results/Grid/Ratio_90/90-50-5.dne,cd05
1.25,0.79,old,Grid-90,0.3972088866288199,results/Grid/Ratio_90/90-10-3.dne,cd05
3.97,1005.92,new,Grid-90,,results/Grid/Ratio_90/90-38-3.dne,d02
0.48,1.93,new,Grid-90,0.609034,results/Grid/Ratio_90/90-25-3.dne,cw
