encoding_time,inference_time,novelty,dataset,answer,instance,encoding
8.75,2.05,old,2005-IJCAI,3.407196373182155E148,results/2005-ijcai/munin1-0009,d02
1.43,0.03,old,2005-IJCAI,4.41521e-38,results/2005-ijcai/tcc4f.obfuscated-0002,sbk05
31.12,2.7,old,2005-IJCAI,Inf,results/2005-ijcai/munin3-0001,d02
56.99,2.04,old,2005-IJCAI,6.5749486387238206E-12,results/2005-ijcai/mildew-0001,cd06
6.0,1150.68,new,2005-IJCAI,,results/2005-ijcai/mildew-0000,cd06
0.15,0.11,new,2005-IJCAI,4.04543e-07,results/2005-ijcai/students_03_02-0008,cw
3.06,1.45,old,2005-IJCAI,0.055393586005830935,results/2005-ijcai/blockmap_05_03-0015,cd05
1.76,4.47,new,2005-IJCAI,0,results/2005-ijcai/tcc4f.obfuscated-0003,sbk05
46.49,3.93,old,2005-IJCAI,Inf,results/2005-ijcai/munin3-0013,cd05
0.27,10.99,new,2005-IJCAI,inf,results/2005-ijcai/water-0011,bklm16
2.95,1006.99,new,2005-IJCAI,,results/2005-ijcai/mastermind_03_08_03-0005,sbk05
3.39,0.29,old,2005-IJCAI,0.364431,results/2005-ijcai/blockmap_05_03-0004,sbk05
2.12,0.1,old,2005-IJCAI,0.128,results/2005-ijcai/students_03_02-0004,sbk05
2.92,1003.38,new,2005-IJCAI,,results/2005-ijcai/blockmap_05_03-0000,cd06
3.61,1285.29,new,2005-IJCAI,,results/2005-ijcai/pathfinder-0006,cw
2.08,1250.24,new,2005-IJCAI,,results/2005-ijcai/water-0002,d02
5.11,1249.67,new,2005-IJCAI,,results/2005-ijcai/munin3-0012,cd06
0.15,2.15,new,2005-IJCAI,0.401591,results/2005-ijcai/students_03_02-0014,cw
2.83,1003.63,new,2005-IJCAI,,results/2005-ijcai/mastermind_03_08_03-0001,sbk05
31.09,2.71,old,2005-IJCAI,Inf,results/2005-ijcai/munin3-0007,d02
3.97,1.74,old,2005-IJCAI,2.643122986714318E-6,results/2005-ijcai/mastermind_03_08_03-0013,d02
0.1,2.42,new,2005-IJCAI,0.0196304,results/2005-ijcai/tcc4f.obfuscated-0009,bklm16
8.93,1275.08,new,2005-IJCAI,,results/2005-ijcai/diabetes-0013,d02
4.37,14.7,old,2005-IJCAI,1.48558e-32,results/2005-ijcai/munin4-0005,sbk05
4.07,1135.37,new,2005-IJCAI,,results/2005-ijcai/munin4-0011,sbk05
1.46,1.01,old,2005-IJCAI,0.0025723412197023727,results/2005-ijcai/hailfinder-0007,cd05
1.76,2.0,old,2005-IJCAI,,results/2005-ijcai/pathfinder-0007,cd06
2.79,0.14,old,2005-IJCAI,0.364431,results/2005-ijcai/blockmap_05_03-0003,sbk05
3.58,1.44,old,2005-IJCAI,8.520272535354723E-7,results/2005-ijcai/pathfinder-0013,cd05
0.22,18.76,new,2005-IJCAI,0.00874636,results/2005-ijcai/blockmap_05_03-0009,bklm16
3.86,1.17,old,2005-IJCAI,7.409330797974381E11,results/2005-ijcai/water-0008,d02
2.35,1.5,old,2005-IJCAI,0.36443148688046667,results/2005-ijcai/blockmap_05_03-0005,d02
0.44,1.0,new,2005-IJCAI,0.0553936,results/2005-ijcai/blockmap_05_03-0008,cw
3.1,1.74,old,2005-IJCAI,0.0174927113702624,results/2005-ijcai/blockmap_05_03-0010,cd06
3.57,1.66,old,2005-IJCAI,Inf,results/2005-ijcai/munin3-0008,cd06
41.32,3.33,old,2005-IJCAI,7.794823007624009E138,results/2005-ijcai/munin1-0011,cd06
199.78,2.16,old,2005-IJCAI,3.0605912222361555E-7,results/2005-ijcai/mildew-0003,cd05
4.22,0.07,old,2005-IJCAI,4.04542e-07,results/2005-ijcai/students_03_02-0008,bklm16
2.79,1.51,old,2005-IJCAI,1.71884236294992E-8,results/2005-ijcai/mastermind_03_08_03-0004,d02
0.6,1236.62,new,2005-IJCAI,,results/2005-ijcai/mastermind_03_08_03-0000,cw
2.93,0.08,old,2005-IJCAI,0.0174927,results/2005-ijcai/blockmap_05_03-0010,sbk05
1.3,1007.53,new,2005-IJCAI,,results/2005-ijcai/tcc4f.obfuscated-0009,cd06
1007.76,2.38,old,2005-IJCAI,,results/2005-ijcai/diabetes-0011,d02
2.25,1251.51,new,2005-IJCAI,,results/2005-ijcai/pigs-0000,sbk05
0.61,0.66,new,2005-IJCAI,0.0174927,results/2005-ijcai/blockmap_05_03-0010,cw
2.81,1.49,old,2005-IJCAI,9.999999999999998E11,results/2005-ijcai/water-0002,cd06
1.24,1010.22,new,2005-IJCAI,,results/2005-ijcai/hailfinder-0005,cd05
3.2,761.02,new,2005-IJCAI,915.038,results/2005-ijcai/blockmap_05_03-0007,cd05
0.3,12.91,new,2005-IJCAI,inf,results/2005-ijcai/water-0007,bklm16
3.4,1.71,old,2005-IJCAI,0.3644314868804667,results/2005-ijcai/blockmap_05_03-0004,cd06
1.85,1.28,old,2005-IJCAI,0.000422699,results/2005-ijcai/water-0012,sbk05
3.08,2.52,new,2005-IJCAI,0.364431,results/2005-ijcai/blockmap_05_03-0002,d02
3.02,1265.25,new,2005-IJCAI,,results/2005-ijcai/mastermind_03_08_03-0006,cd06
0.12,15.23,new,2005-IJCAI,0.401591,results/2005-ijcai/students_03_02-0013,bklm16
1.21,0.89,old,2005-IJCAI,0.3556747559666178,results/2005-ijcai/alarm-0007,cd06
3.73,2.11,old,2005-IJCAI,8.701639462433968E-8,results/2005-ijcai/mastermind_03_08_03-0014,cd06
4.42,1289.18,new,2005-IJCAI,,results/2005-ijcai/munin2-0009,cd05
4.27,2.19,old,2005-IJCAI,Inf,results/2005-ijcai/munin2-0009,cd06
2.08,2.0,old,2005-IJCAI,,results/2005-ijcai/munin2-0012,cd06
2.29,1238.08,new,2005-IJCAI,,results/2005-ijcai/munin1-0003,d02
0.1,0.25,new,2005-IJCAI,0.0295095,results/2005-ijcai/alarm-0008,bklm16
607.7,8.99,old,2005-IJCAI,4.69136071741874E146,results/2005-ijcai/munin1-0000,cd05
0.22,0.08,old,2005-IJCAI,,results/2005-ijcai/munin1-0010,bklm16
0.34,1261.2,new,2005-IJCAI,,results/2005-ijcai/munin1-0003,bklm16
1.5,13.99,new,2005-IJCAI,0.0130612,results/2005-ijcai/alarm-0010,d02
4.43,2.23,old,2005-IJCAI,Inf,results/2005-ijcai/munin2-0006,cd05
65.09,4.14,old,2005-IJCAI,Inf,results/2005-ijcai/munin3-0011,cd05
1.83,1.41,old,2005-IJCAI,7.073888316001854E11,results/2005-ijcai/water-0015,cd05
2.04,1.35,old,2005-IJCAI,3.360502355216889E11,results/2005-ijcai/water-0006,d02
6.96,1.85,old,2005-IJCAI,0.5000000112686677,results/2005-ijcai/pathfinder-0000,cd06
2.15,0.34,old,2005-IJCAI,1.41495e-73,results/2005-ijcai/pigs-0005,sbk05
2.13,1002.06,new,2005-IJCAI,,results/2005-ijcai/munin1-0014,cd05
3.55,1001.51,new,2005-IJCAI,,results/2005-ijcai/mastermind_03_08_03-0004,d02
3.06,1257.02,new,2005-IJCAI,,results/2005-ijcai/pathfinder-0007,cd05
0.34,1257.46,new,2005-IJCAI,,results/2005-ijcai/pigs-0015,bklm16
5.03,1238.07,new,2005-IJCAI,,results/2005-ijcai/munin4-0013,cd06
1.43,1.12,old,2005-IJCAI,5.2925399999999986E-11,results/2005-ijcai/alarm-0003,cd06
1.67,1.03,old,2005-IJCAI,0.018598073056340415,results/2005-ijcai/hailfinder-0008,cd06
2.5,1.47,old,2005-IJCAI,1.8982033120812027E-71,results/2005-ijcai/pigs-0007,cd05
2.78,1001.58,new,2005-IJCAI,,results/2005-ijcai/blockmap_05_03-0005,cd06
1.75,756.58,new,2005-IJCAI,,results/2005-ijcai/munin3-0003,cw
3.72,1003.17,old,2005-IJCAI,,results/2005-ijcai/munin3-0015,sbk05
3.24,1145.37,new,2005-IJCAI,,results/2005-ijcai/blockmap_05_03-0001,cd05
4.19,1081.99,new,2005-IJCAI,,results/2005-ijcai/munin4-0011,cd05
4.91,2.05,old,2005-IJCAI,Inf,results/2005-ijcai/munin2-0001,cd06
27.95,0.26,old,2005-IJCAI,8.701625e-08,results/2005-ijcai/mastermind_03_08_03-0014,bklm16
6.19,1272.28,new,2005-IJCAI,,results/2005-ijcai/mildew-0013,sbk05
0.44,1251.53,new,2005-IJCAI,,results/2005-ijcai/pigs-0001,cw
55.66,1.74,old,2005-IJCAI,8.520272535354727E-7,results/2005-ijcai/pathfinder-0013,d02
2.72,2.11,new,2005-IJCAI,0.0524781,results/2005-ijcai/blockmap_05_03-0012,sbk05
7.08,1.88,old,2005-IJCAI,2.3488532456137107E138,results/2005-ijcai/munin1-0002,d02
1.82,1000.93,new,2005-IJCAI,,results/2005-ijcai/pigs-0006,cd05
0.34,1212.36,new,2005-IJCAI,,results/2005-ijcai/pigs-0014,cw
1.74,0.87,new,2005-IJCAI,0.401591,results/2005-ijcai/students_03_02-0013,d02
2.63,1.75,old,2005-IJCAI,0.0087463556851312,results/2005-ijcai/blockmap_05_03-0007,cd06
6.31,0.82,old,2005-IJCAI,8.43248e-09,results/2005-ijcai/mildew-0010,sbk05
2.18,1.44,old,2005-IJCAI,4.218290870192393E11,results/2005-ijcai/water-0007,cd06
2.87,1250.36,new,2005-IJCAI,,results/2005-ijcai/blockmap_05_03-0004,cd06
1.41,1256.19,new,2005-IJCAI,,results/2005-ijcai/hailfinder-0004,sbk05
3.29,0.14,old,2005-IJCAI,0.00207512,results/2005-ijcai/pathfinder-0002,sbk05
13.19,2.22,old,2005-IJCAI,0.6098820507230728,results/2005-ijcai/tcc4f.obfuscated-0011,d02
3.87,0.26,old,2005-IJCAI,3.85003e-07,results/2005-ijcai/pathfinder-0008,sbk05
5.24,1248.6,new,2005-IJCAI,,results/2005-ijcai/munin4-0014,cd06
1.46,1.42,old,2005-IJCAI,,results/2005-ijcai/pigs-0004,cd06
2.23,0.8,new,2005-IJCAI,0.032,results/2005-ijcai/students_03_02-0003,d02
0.43,1011.04,new,2005-IJCAI,,results/2005-ijcai/munin4-0004,bklm16
2.26,1264.07,new,2005-IJCAI,,results/2005-ijcai/munin1-0004,sbk05
316.85,8.16,old,2005-IJCAI,4.69136071741874E146,results/2005-ijcai/munin1-0000,cd06
3.67,1.6,old,2005-IJCAI,2.9368033185714647E-7,results/2005-ijcai/mastermind_03_08_03-0012,cd05
0.49,1251.37,new,2005-IJCAI,,results/2005-ijcai/mildew-0012,bklm16
1.32,1150.72,new,2005-IJCAI,,results/2005-ijcai/mildew-0000,bklm16
4.34,1004.57,new,2005-IJCAI,,results/2005-ijcai/munin3-0011,cd05
1.27,0.75,old,2005-IJCAI,0.00257234,results/2005-ijcai/hailfinder-0007,sbk05
2.33,1007.47,new,2005-IJCAI,,results/2005-ijcai/munin1-0012,d02
1010.13,0.08,old,2005-IJCAI,,results/2005-ijcai/hailfinder-0009,bklm16
5.62,1296.39,new,2005-IJCAI,,results/2005-ijcai/munin4-0013,d02
0.41,1.18,new,2005-IJCAI,0.107872,results/2005-ijcai/blockmap_05_03-0014,cw
5.49,2.79,old,2005-IJCAI,0.684937,results/2005-ijcai/tcc4f.obfuscated-0006,bklm16
4.77,1.68,old,2005-IJCAI,3.8502182307391985E144,results/2005-ijcai/munin1-0008,d02
1.95,854.54,new,2005-IJCAI,,results/2005-ijcai/munin4-0008,cw
0.2,1008.15,new,2005-IJCAI,,results/2005-ijcai/mastermind_03_08_03-0005,bklm16
0.41,1.42,new,2005-IJCAI,0.364431,results/2005-ijcai/blockmap_05_03-0003,cw
4.42,1002.53,new,2005-IJCAI,,results/2005-ijcai/munin3-0005,sbk05
0.58,0.14,old,2005-IJCAI,,results/2005-ijcai/munin3-0006,bklm16
3.58,1.25,old,2005-IJCAI,3.931085861818056E11,results/2005-ijcai/water-0009,d02
93.56,2.37,old,2005-IJCAI,0.22101285749164246,results/2005-ijcai/mildew-0000,cd06
0.09,0.03,new,2005-IJCAI,,results/2005-ijcai/munin4-0000,cd06
0.09,7.51,new,2005-IJCAI,0.0601213,results/2005-ijcai/alarm-0006,cw
1.69,0.95,old,2005-IJCAI,0.4372963413136867,results/2005-ijcai/alarm-0000,cd06
8.11,1237.0,new,2005-IJCAI,,results/2005-ijcai/diabetes-0002,sbk05
9.06,2.45,old,2005-IJCAI,Inf,results/2005-ijcai/munin4-0004,cd06
0.75,0.15,old,2005-IJCAI,,results/2005-ijcai/diabetes-0003,bklm16
4.22,1001.32,new,2005-IJCAI,,results/2005-ijcai/munin2-0004,cd06
2.44,1065.57,old,2005-IJCAI,,results/2005-ijcai/munin1-0013,sbk05
1.84,29.33,new,2005-IJCAI,0.401591,results/2005-ijcai/students_03_02-0013,sbk05
2.18,1235.73,new,2005-IJCAI,,results/2005-ijcai/munin1-0008,cd05
1.92,1246.06,new,2005-IJCAI,,results/2005-ijcai/water-0007,d02
2.16,1277.83,new,2005-IJCAI,,results/2005-ijcai/students_03_02-0004,cd05
0.39,0.28,new,2005-IJCAI,0.78067,results/2005-ijcai/tcc4f.obfuscated-0007,cw
2.83,1.83,old,2005-IJCAI,0.0174927113702624,results/2005-ijcai/blockmap_05_03-0010,d02
0.4,1003.14,new,2005-IJCAI,,results/2005-ijcai/munin2-0004,bklm16
4.37,1083.48,new,2005-IJCAI,,results/2005-ijcai/munin2-0007,cd05
1.47,1001.38,new,2005-IJCAI,,results/2005-ijcai/water-0001,cd05
0.49,1142.47,new,2005-IJCAI,,results/2005-ijcai/pigs-0009,cw
1.9,1.51,old,2005-IJCAI,0.7806705345677355,results/2005-ijcai/tcc4f.obfuscated-0007,cd05
1.88,2.07,old,2005-IJCAI,,results/2005-ijcai/munin4-0012,cd05
1.25,2.0,old,2005-IJCAI,,results/2005-ijcai/munin1-0001,cd05
3.78,137.86,new,2005-IJCAI,0.020444,results/2005-ijcai/mastermind_03_08_03-0009,cd06
8.87,1261.59,new,2005-IJCAI,,results/2005-ijcai/diabetes-0014,sbk05
1.63,0.05,old,2005-IJCAI,0.401591,results/2005-ijcai/students_03_02-0013,sbk05
0.21,1004.01,new,2005-IJCAI,,results/2005-ijcai/mastermind_03_08_03-0014,bklm16
1.54,1.66,old,2005-IJCAI,,results/2005-ijcai/munin2-0013,d02
7.38,1001.15,new,2005-IJCAI,,results/2005-ijcai/diabetes-0006,cd06
2.36,1267.96,new,2005-IJCAI,,results/2005-ijcai/pigs-0013,sbk05
7.18,1292.78,new,2005-IJCAI,,results/2005-ijcai/diabetes-0002,cw
0.29,980.1,new,2005-IJCAI,1.54284e-11,results/2005-ijcai/hailfinder-0004,cw
0.19,0.04,new,2005-IJCAI,0,results/2005-ijcai/tcc4f.obfuscated-0004,cw
3.24,0.43,old,2005-IJCAI,0.0553936,results/2005-ijcai/blockmap_05_03-0015,sbk05
5.84,1005.47,new,2005-IJCAI,,results/2005-ijcai/diabetes-0015,cd05
9.37,1.94,old,2005-IJCAI,Inf,results/2005-ijcai/munin3-0008,d02
1.5,0.11,old,2005-IJCAI,0.0617444,results/2005-ijcai/water-0008,sbk05
0.33,1264.81,new,2005-IJCAI,,results/2005-ijcai/pigs-0007,bklm16
2.59,1.47,old,2005-IJCAI,1.4696e-38,results/2005-ijcai/pigs-0009,sbk05
0.23,962.05,new,2005-IJCAI,1.91334e-08,results/2005-ijcai/hailfinder-0012,cw
2.41,1.58,old,2005-IJCAI,0.12800000000000003,results/2005-ijcai/students_03_02-0004,cd06
2.34,0.11,old,2005-IJCAI,4.00544e-05,results/2005-ijcai/students_03_02-0009,sbk05
1139.54,4.64,old,2005-IJCAI,Inf,results/2005-ijcai/munin3-0000,d02
1.55,1200.69,new,2005-IJCAI,,results/2005-ijcai/hailfinder-0006,cd05
1.81,1007.74,new,2005-IJCAI,,results/2005-ijcai/students_03_02-0005,cd06
2.32,37.59,new,2005-IJCAI,0.128,results/2005-ijcai/students_03_02-0001,sbk05
0.33,0.14,old,2005-IJCAI,,results/2005-ijcai/munin1-0005,bklm16
6.88,1002.54,new,2005-IJCAI,,results/2005-ijcai/diabetes-0015,cd06
1.42,1250.87,new,2005-IJCAI,,results/2005-ijcai/alarm-0000,cd05
4.86,0.11,old,2005-IJCAI,0.4015913,results/2005-ijcai/students_03_02-0015,bklm16
3.32,1.64,old,2005-IJCAI,2.7501477807198726E-7,results/2005-ijcai/mastermind_03_08_03-0005,cd06
1253.64,0.16,old,2005-IJCAI,,results/2005-ijcai/tcc4f.obfuscated-0011,bklm16
0.22,1000.8,new,2005-IJCAI,,results/2005-ijcai/pigs-0006,cw
2.02,0.11,old,2005-IJCAI,0.150391,results/2005-ijcai/students_03_02-0011,sbk05
1.81,1262.48,new,2005-IJCAI,,results/2005-ijcai/hailfinder-0003,d02
0.6,0.16,old,2005-IJCAI,,results/2005-ijcai/munin4-0011,bklm16
0.94,244.4,new,2005-IJCAI,3.84039e-07,results/2005-ijcai/pathfinder-0006,bklm16
3.56,1.9,old,2005-IJCAI,4.809015434160776E-6,results/2005-ijcai/mastermind_03_08_03-0011,cd06
0.43,1071.08,new,2005-IJCAI,,results/2005-ijcai/mastermind_03_08_03-0011,bklm16
0.8,226.64,new,2005-IJCAI,1.65988e-10,results/2005-ijcai/pathfinder-0015,bklm16
0.29,0.09,old,2005-IJCAI,,results/2005-ijcai/munin1-0002,bklm16
0.23,8.26,new,2005-IJCAI,0.609885,results/2005-ijcai/tcc4f.obfuscated-0013,bklm16
1.6,1.15,old,2005-IJCAI,7.062657284983655E-11,results/2005-ijcai/hailfinder-0005,cd06
2.05,2.02,old,2005-IJCAI,,results/2005-ijcai/munin2-0012,cd05
4.3,1004.13,new,2005-IJCAI,,results/2005-ijcai/munin4-0004,sbk05
0.34,850.78,new,2005-IJCAI,7.06266e-11,results/2005-ijcai/hailfinder-0005,cw
2.95,0.03,old,2005-IJCAI,2.62275e-13,results/2005-ijcai/mastermind_03_08_03-0010,sbk05
2.95,1.66,old,2005-IJCAI,2.622745304794188E-13,results/2005-ijcai/mastermind_03_08_03-0010,cd05
6.53,1011.22,new,2005-IJCAI,,results/2005-ijcai/diabetes-0006,sbk05
2.71,0.98,new,2005-IJCAI,0.00291545,results/2005-ijcai/blockmap_05_03-0006,d02
22.71,2.98,old,2005-IJCAI,6.0452119237583015E-58,results/2005-ijcai/pigs-0013,d02
2.3,1273.67,new,2005-IJCAI,,results/2005-ijcai/munin1-0003,sbk05
4.12,1001.72,new,2005-IJCAI,,results/2005-ijcai/munin2-0007,sbk05
1.99,1.28,old,2005-IJCAI,7.073888316001854E11,results/2005-ijcai/water-0015,cd06
3.92,1.66,old,2005-IJCAI,1.6599616798819218E-10,results/2005-ijcai/pathfinder-0015,cd05
2.28,1266.5,new,2005-IJCAI,,results/2005-ijcai/students_03_02-0014,cd06
19.48,0.18,old,2005-IJCAI,0.3644312,results/2005-ijcai/blockmap_05_03-0004,bklm16
3.22,1129.39,new,2005-IJCAI,,results/2005-ijcai/water-0000,cd06
2.64,1.3,old,2005-IJCAI,2.622745304794188E-13,results/2005-ijcai/mastermind_03_08_03-0010,d02
1.86,1002.16,new,2005-IJCAI,,results/2005-ijcai/munin1-0000,cd05
1265.1,0.13,old,2005-IJCAI,,results/2005-ijcai/tcc4f.obfuscated-0014,bklm16
2.29,1247.86,new,2005-IJCAI,,results/2005-ijcai/students_03_02-0012,cd05
1.93,1006.31,old,2005-IJCAI,,results/2005-ijcai/munin1-0012,sbk05
2.27,235.6,new,2005-IJCAI,1.73351e+28,results/2005-ijcai/students_03_02-0009,cd06
3.9,1002.52,new,2005-IJCAI,,results/2005-ijcai/pathfinder-0002,d02
1.67,1005.67,new,2005-IJCAI,,results/2005-ijcai/pigs-0002,sbk05
2.84,1.42,old,2005-IJCAI,5.643094949594004E-6,results/2005-ijcai/pathfinder-0012,cd05
1003.06,0.06,old,2005-IJCAI,,results/2005-ijcai/hailfinder-0013,bklm16
6.74,1269.68,new,2005-IJCAI,,results/2005-ijcai/diabetes-0004,cd05
11.71,2.54,old,2005-IJCAI,0.0018086566185032352,results/2005-ijcai/tcc4f.obfuscated-0015,d02
3.82,1.9,old,2005-IJCAI,Inf,results/2005-ijcai/munin3-0008,cd05
1.58,1266.73,new,2005-IJCAI,,results/2005-ijcai/hailfinder-0006,sbk05
0.24,5.34,new,2005-IJCAI,0.780674,results/2005-ijcai/tcc4f.obfuscated-0007,bklm16
0.33,1001.92,new,2005-IJCAI,,results/2005-ijcai/munin2-0003,bklm16
0.32,1001.82,new,2005-IJCAI,,results/2005-ijcai/munin3-0008,bklm16
5.14,1005.1,new,2005-IJCAI,,results/2005-ijcai/munin4-0007,cd06
5.94,1290.94,new,2005-IJCAI,,results/2005-ijcai/mildew-0015,cd06
1.06,0.26,old,2005-IJCAI,0.03647985,results/2005-ijcai/alarm-0012,bklm16
4.44,1012.56,new,2005-IJCAI,,results/2005-ijcai/munin4-0009,cd05
0.67,989.27,new,2005-IJCAI,,results/2005-ijcai/water-0010,cw
7.36,2.22,old,2005-IJCAI,Inf,results/2005-ijcai/munin4-0004,cd05
4.73,1002.2,new,2005-IJCAI,,results/2005-ijcai/munin4-0010,cd05
1.65,1.73,old,2005-IJCAI,,results/2005-ijcai/munin4-0007,d02
13.19,2.35,old,2005-IJCAI,Inf,results/2005-ijcai/munin2-0006,d02
0.49,1002.78,new,2005-IJCAI,,results/2005-ijcai/diabetes-0006,bklm16
0.73,1099.32,new,2005-IJCAI,,results/2005-ijcai/pathfinder-0003,bklm16
4.07,1001.58,new,2005-IJCAI,,results/2005-ijcai/munin3-0008,sbk05
4.39,1280.57,new,2005-IJCAI,,results/2005-ijcai/munin2-0011,cd05
2.88,0.14,old,2005-IJCAI,2.74405e-08,results/2005-ijcai/pathfinder-0014,sbk05
5.19,1000.96,old,2005-IJCAI,,results/2005-ijcai/mildew-0003,sbk05
5.19,997.11,new,2005-IJCAI,,results/2005-ijcai/mildew-0010,cd05
0.31,0.06,old,2005-IJCAI,,results/2005-ijcai/munin2-0007,bklm16
1.32,1247.96,new,2005-IJCAI,,results/2005-ijcai/alarm-0010,cd06
1.94,1.46,old,2005-IJCAI,0.609882050723073,results/2005-ijcai/tcc4f.obfuscated-0011,cd06
1.17,9.25,new,2005-IJCAI,0.0800407,results/2005-ijcai/alarm-0009,d02
4.11,1007.95,new,2005-IJCAI,,results/2005-ijcai/munin4-0009,sbk05
1.53,870.19,new,2005-IJCAI,,results/2005-ijcai/munin2-0002,cw
0.6,10.9,new,2005-IJCAI,inf,results/2005-ijcai/water-0005,bklm16
5.13,1005.53,new,2005-IJCAI,,results/2005-ijcai/mildew-0003,cd06
3.76,0.54,old,2005-IJCAI,1.65996e-10,results/2005-ijcai/pathfinder-0015,sbk05
1.1,0.32,old,2005-IJCAI,0.3261272,results/2005-ijcai/alarm-0007,bklm16
245.17,3.68,old,2005-IJCAI,Inf,results/2005-ijcai/munin4-0003,d02
4.47,1293.01,new,2005-IJCAI,,results/2005-ijcai/munin4-0012,sbk05
3.87,1006.69,new,2005-IJCAI,,results/2005-ijcai/munin2-0010,sbk05
5.17,1263.02,new,2005-IJCAI,,results/2005-ijcai/munin4-0015,d02
4.86,0.56,old,2005-IJCAI,8.57911e-30,results/2005-ijcai/munin4-0008,sbk05
2.19,1303.45,new,2005-IJCAI,,results/2005-ijcai/water-0006,d02
0.34,1007.85,new,2005-IJCAI,,results/2005-ijcai/munin4-0001,bklm16
0.49,1009.21,new,2005-IJCAI,,results/2005-ijcai/pathfinder-0010,bklm16
1.81,1.89,old,2005-IJCAI,,results/2005-ijcai/pathfinder-0007,d02
4.89,1007.29,new,2005-IJCAI,,results/2005-ijcai/munin4-0004,cd06
5.97,1052.15,new,2005-IJCAI,,results/2005-ijcai/mildew-0002,cd05
2.03,113.52000000000001,new,2005-IJCAI,0.00180866,results/2005-ijcai/tcc4f.obfuscated-0015,d02
1260.3,1.65,old,2005-IJCAI,0.007020026676630203,results/2005-ijcai/mildew-0009,d02
0.6,912.7,new,2005-IJCAI,,results/2005-ijcai/water-0014,cw
0.3,1.64,new,2005-IJCAI,0.150391,results/2005-ijcai/students_03_02-0011,cw
1010.84,1.88,old,2005-IJCAI,2.5214375158917067E-6,results/2005-ijcai/mildew-0004,d02
2.57,1.83,new,2005-IJCAI,0.107872,results/2005-ijcai/blockmap_05_03-0014,sbk05
1.44,1.22,old,2005-IJCAI,0.6770466626016849,results/2005-ijcai/tcc4f.obfuscated-0008,cd06
4.6,1009.19,new,2005-IJCAI,,results/2005-ijcai/munin2-0003,cd06
0.45,85.76,new,2005-IJCAI,0,results/2005-ijcai/pigs-0010,cw
1.35,0.15,old,2005-IJCAI,5.29254e-11,results/2005-ijcai/alarm-0003,sbk05
0.24,1.09,new,2005-IJCAI,0.00237143,results/2005-ijcai/students_03_02-0006,bklm16
4.76,1232.69,new,2005-IJCAI,,results/2005-ijcai/munin2-0012,d02
3.0,1267.12,new,2005-IJCAI,,results/2005-ijcai/pathfinder-0015,cd05
6.78,2.58,old,2005-IJCAI,1.2083551716436199E-11,results/2005-ijcai/hailfinder-0003,d02
13.64,2.18,old,2005-IJCAI,0.7806705345677368,results/2005-ijcai/tcc4f.obfuscated-0007,d02
1.87,1.36,old,2005-IJCAI,0.0020751199603467386,results/2005-ijcai/pathfinder-0002,cd06
1.62,1006.67,new,2005-IJCAI,,results/2005-ijcai/water-0003,cd06
2.2,0.96,old,2005-IJCAI,0.06012126014194588,results/2005-ijcai/alarm-0006,d02
1.18,0.79,old,2005-IJCAI,0.06918285515882665,results/2005-ijcai/alarm-0015,cd05
21.66,1.81,old,2005-IJCAI,8.273205577497345E10,results/2005-ijcai/water-0013,d02
1.68,0.03,old,2005-IJCAI,0.0006,results/2005-ijcai/students_03_02-0007,sbk05
7.69,2.04,old,2005-IJCAI,0.0015204584494533614,results/2005-ijcai/hailfinder-0009,d02
0.16,11.47,new,2005-IJCAI,inf,results/2005-ijcai/water-0009,bklm16
0.48,1001.33,new,2005-IJCAI,,results/2005-ijcai/diabetes-0009,bklm16
3.33,1.26,old,2005-IJCAI,9.807425216700986E-4,results/2005-ijcai/pathfinder-0009,cd05
3.4,1.94,old,2005-IJCAI,7.76609349858007E-60,results/2005-ijcai/pigs-0014,cd06
1.83,1.34,old,2005-IJCAI,0.022566464933025433,results/2005-ijcai/tcc4f.obfuscated-0010,cd05
2.67,0.07,old,2005-IJCAI,2.75015e-07,results/2005-ijcai/mastermind_03_08_03-0005,sbk05
0.6,1250.85,new,2005-IJCAI,,results/2005-ijcai/diabetes-0004,bklm16
4.54,1269.99,new,2005-IJCAI,,results/2005-ijcai/munin3-0010,cd05
1.32,1003.4,new,2005-IJCAI,,results/2005-ijcai/hailfinder-0007,cd05
3.17,1.49,old,2005-IJCAI,2.148552953687399E-9,results/2005-ijcai/mastermind_03_08_03-0002,cd05
0.41,0.12,old,2005-IJCAI,,results/2005-ijcai/munin3-0015,bklm16
0.33,0.15,old,2005-IJCAI,,results/2005-ijcai/pigs-0004,bklm16
3.49,1.63,old,2005-IJCAI,2.9368033185714647E-7,results/2005-ijcai/mastermind_03_08_03-0012,cd06
1.84,1003.75,new,2005-IJCAI,,results/2005-ijcai/students_03_02-0013,cd05
0.91,3.75,new,2005-IJCAI,0,results/2005-ijcai/mastermind_03_08_03-0007,cw
1.43,1001.51,new,2005-IJCAI,,results/2005-ijcai/hailfinder-0007,sbk05
2.37,4.81,old,2005-IJCAI,6.10526e-15,results/2005-ijcai/munin1-0004,sbk05
3.4,1.62,old,2005-IJCAI,1.6599616798819216E-10,results/2005-ijcai/pathfinder-0015,cd06
11.29,2.26,old,2005-IJCAI,0.6098820507230727,results/2005-ijcai/tcc4f.obfuscated-0014,d02
4.89,1266.39,new,2005-IJCAI,,results/2005-ijcai/munin4-0012,cd06
